Duration: 799 s 

Number of collocations: 2297

(('feeding_place', 'feeding_place'), 1)
(('ferry_terminal', 'theatre'), 0.006024096385542169)
(('car_rental', 'theatre'), 0.006024096385542169)
(('photo_booth', 'theatre'), 0.006024096385542169)
(('wifi', 'theatre'), 0.006024096385542169)
(('theatre', 'food_court'), 0.006024096385542169)
(('theatre', 'device_charging_station'), 0.006024096385542169)
(('theatre', 'recycling'), 0.006024096385542169)
(('kids_area', 'theatre'), 0.006024096385542169)
(('theatre', 'public_building'), 0.006024096385542169)
(('theatre', 'hospital'), 0.006024096385542169)
(('theatre', 'love_hotel'), 0.006024096385542169)
(('parking_space', 'theatre'), 0.006024096385542169)
(('social_facility', 'theatre'), 0.006024096385542169)
(('theatre', 'smoking_area'), 0.006024096385542169)
(('cafe', 'car_rental'), 0.0060207991242474)
(('bicycle_parking', 'music_school'), 0.005988023952095809)
(('music_school', 'clinic'), 0.005988023952095809)
(('clinic', 'ice_cream'), 0.005988023952095809)
(('fuel', 'clinic'), 0.005988023952095809)
(('coworking_space', 'clinic'), 0.005988023952095809)
(('kindergarten', 'ice_cream'), 0.005964214711729622)
(('driving_school', 'kindergarten'), 0.005964214711729622)
(('courthouse', 'kindergarten'), 0.005964214711729622)
(('kindergarten', 'studio'), 0.005964214711729622)
(('cinema', 'kindergarten'), 0.005964214711729622)
(('stripclub', 'atm'), 0.005943536404160475)
(('public_service', 'atm'), 0.005943536404160475)
(('photo_booth', 'atm'), 0.005943536404160475)
(('atm', 'translator'), 0.005943536404160475)
(('car_rental', 'bank'), 0.005917159763313609)
(('bank', 'charging_station'), 0.005917159763313609)
(('smoking_area', 'bank'), 0.005917159763313609)
(('bank', 'marketplace'), 0.005917159763313609)
(('social_facility', 'bank'), 0.005917159763313609)
(('childcare', 'bank'), 0.005917159763313609)
(('public_service', 'dentist'), 0.0058823529411764705)
(('dentist', 'security_booth'), 0.0058823529411764705)
(('dentist', 'stripclub'), 0.0058823529411764705)
(('dentist', 'car_rental'), 0.0058823529411764705)
(('dentist', 'taxi'), 0.0058823529411764705)
(('dentist', 'shelter'), 0.0058823529411764705)
(('waste_basket', 'coworking_space'), 0.005770816158285243)
(('waste_disposal', 'motorcycle_parking'), 0.005698005698005698)
(('drinking_water', 'waste_disposal'), 0.005698005698005698)
(('restaurant', 'love_hotel'), 0.005555555555555556)
(('restaurant', 'music_school'), 0.005555555555555556)
(('taxi', 'parking_entrance'), 0.0055248618784530384)
(('clock', 'parking_entrance'), 0.0055248618784530384)
(('parking_entrance', 'music_school'), 0.0055248618784530384)
(('parking_entrance', 'townhall'), 0.0055248618784530384)
(('parking_entrance', 'fire_station'), 0.0055248618784530384)
(('social_facility', 'parking_entrance'), 0.0055248618784530384)
(('internet_cafe', 'parking_entrance'), 0.0055248618784530384)
(('studio', 'parking'), 0.005505308690523005)
(('language_school', 'place_of_worship'), 0.005479452054794521)
(('coworking_space', 'place_of_worship'), 0.005479452054794521)
(('music_school', 'place_of_worship'), 0.005479452054794521)
(('childcare', 'place_of_worship'), 0.005479452054794521)
(('courthouse', 'place_of_worship'), 0.005479452054794521)
(('coworking_space', 'cafe'), 0.005473453749315818)
(('social_facility', 'cafe'), 0.005473453749315818)
(('cafe', 'photo_lab'), 0.005473453749315818)
(('vending_machine', 'social_facility'), 0.0053475935828877)
(('fast_food', 'internet_cafe'), 0.005307855626326964)
(('bench', 'studio'), 0.005129849310676499)
(('toilets', 'boat_rental'), 0.005128205128205128)
(('toilets', 'gallery'), 0.005128205128205128)
(('courthouse', 'toilets'), 0.005128205128205128)
(('hookah_lounge', 'toilets'), 0.005128205128205128)
(('hospital', 'toilets'), 0.005128205128205128)
(('toilets', 'ticket_validator'), 0.005128205128205128)
(('toilets', 'internet_cafe'), 0.005128205128205128)
(('fire_station', 'parking'), 0.005112072355485647)
(('parking', 'music_school'), 0.005112072355485647)
(('shower', 'fountain'), 0.0049504950495049506)
(('fountain', 'college'), 0.0049504950495049506)
(('scooter_rental', 'fountain'), 0.0049504950495049506)
(('childcare', 'fountain'), 0.0049504950495049506)
(('kick-scooter_rental', 'fountain'), 0.0049504950495049506)
(('car_sharing', 'fountain'), 0.0049504950495049506)
(('fountain', 'hospital'), 0.0049504950495049506)
(('fountain', 'kids_area'), 0.0049504950495049506)
(('fountain', 'events_venue'), 0.0049504950495049506)
(('fountain', 'language_school'), 0.0049504950495049506)
(('waste_basket', 'stripclub'), 0.00494641384995878)
(('waste_basket', 'dormitory'), 0.00494641384995878)
(('restaurant', 'coworking_space'), 0.0049382716049382715)
(('restaurant', 'car_rental'), 0.0049382716049382715)
(('restaurant', 'smoking_area'), 0.0049382716049382715)
(('bank', 'college'), 0.004930966469428008)
(('bank', 'studio'), 0.004930966469428008)
(('waste_disposal', 'studio'), 0.004748338081671415)
(('stripclub', 'parking'), 0.0047188360204482895)
(('pharmacy', 'driving_school'), 0.004555808656036446)
(('music_school', 'pharmacy'), 0.004555808656036446)
(('pharmacy', 'money_transfer'), 0.004555808656036446)
(('studio', 'pharmacy'), 0.004555808656036446)
(('pharmacy', 'courthouse'), 0.004555808656036446)
(('shower', 'bicycle_parking'), 0.004491017964071856)
(('bicycle_parking', 'fire_station'), 0.004491017964071856)
(('bicycle_parking', 'kick-scooter_rental'), 0.004491017964071856)
(('bicycle_parking', 'hospital'), 0.004491017964071856)
(('bench', 'stripclub'), 0.004488618146841937)
(('bench', 'coworking_space'), 0.004488618146841937)
(('bench', 'translator'), 0.004488618146841937)
(('smoking_area', 'car_wash'), 0.004484304932735426)
(('car_wash', 'security_booth'), 0.004484304932735426)
(('car_wash', 'vehicle_inspection'), 0.004484304932735426)
(('car_wash', 'drinking_water'), 0.004484304932735426)
(('studio', 'car_wash'), 0.004484304932735426)
(('hookah_lounge', 'car_wash'), 0.004484304932735426)
(('police', 'car_wash'), 0.004484304932735426)
(('veterinary', 'car_wash'), 0.004484304932735426)
(('car_wash', 'training'), 0.004484304932735426)
(('car_wash', 'marketplace'), 0.004484304932735426)
(('driving_school', 'car_wash'), 0.004484304932735426)
(('love_hotel', 'car_wash'), 0.004484304932735426)
(('kick-scooter_rental', 'car_wash'), 0.004484304932735426)
(('car_wash', 'coworking_space'), 0.004484304932735426)
(('car_wash', 'motorcycle_parking'), 0.004484304932735426)
(('car_wash', 'stripclub'), 0.004484304932735426)
(('car_wash', 'bureau_de_change'), 0.004484304932735426)
(('car_wash', 'hospital'), 0.004484304932735426)
(('social_facility', 'car_wash'), 0.004484304932735426)
(('car_wash', 'post_office'), 0.004484304932735426)
(('atm', 'drinking_water'), 0.004457652303120356)
(('atm', 'social_facility'), 0.004457652303120356)
(('atm', 'fire_station'), 0.004457652303120356)
(('atm', 'outpost'), 0.004457652303120356)
(('atm', 'love_hotel'), 0.004457652303120356)
(('atm', 'coworking_space'), 0.004457652303120356)
(('childcare', 'atm'), 0.004457652303120356)
(('cafe', 'monastery'), 0.004378762999452655)
(('charging_station', 'parking'), 0.004325599685410932)
(('drinking_water', 'restaurant'), 0.004320987654320987)
(('restaurant', 'kick-scooter_rental'), 0.004320987654320987)
(('vending_machine', 'food_court'), 0.0042780748663101605)
(('love_hotel', 'vending_machine'), 0.0042780748663101605)
(('childcare', 'vending_machine'), 0.0042780748663101605)
(('vending_machine', 'driving_school'), 0.0042780748663101605)
(('fast_food', 'college'), 0.004246284501061571)
(('fast_food', 'hospital'), 0.004246284501061571)
(('fast_food', 'translator'), 0.004246284501061571)
(('fast_food', 'coworking_space'), 0.004246284501061571)
(('school', 'payment_terminal'), 0.004219409282700422)
(('fuel', 'school'), 0.004219409282700422)
(('school', 'community_centre'), 0.004219409282700422)
(('public_service', 'school'), 0.004219409282700422)
(('language_school', 'school'), 0.004219409282700422)
(('bureau_de_change', 'school'), 0.004219409282700422)
(('school', 'childcare'), 0.004219409282700422)
(('cinema', 'school'), 0.004219409282700422)
(('public_building', 'school'), 0.004219409282700422)
(('school', 'monastery'), 0.004219409282700422)
(('charging_station', 'bench'), 0.004168002564924655)
(('love_hotel', 'waste_basket'), 0.004122011541632316)
(('university', 'smoking_area'), 0.004098360655737705)
(('courthouse', 'university'), 0.004098360655737705)
(('payment_terminal', 'university'), 0.004098360655737705)
(('cinema', 'university'), 0.004098360655737705)
(('coworking_space', 'university'), 0.004098360655737705)
(('veterinary', 'university'), 0.004098360655737705)
(('food_court', 'university'), 0.004098360655737705)
(('childcare', 'university'), 0.004098360655737705)
(('university', 'public_building'), 0.004098360655737705)
(('business_incubator', 'university'), 0.004098360655737705)
(('arts_centre', 'university'), 0.004098360655737705)
(('publisher', 'university'), 0.004098360655737705)
(('monastery', 'university'), 0.004098360655737705)
(('clock', 'pub'), 0.004048582995951417)
(('drinking_water', 'pub'), 0.004048582995951417)
(('language_school', 'pub'), 0.004048582995951417)
(('photo_booth', 'pub'), 0.004048582995951417)
(('social_facility', 'pub'), 0.004048582995951417)
(('pub', 'public_bookcase'), 0.004048582995951417)
(('coworking_space', 'pub'), 0.004048582995951417)
(('pub', 'public_service'), 0.004048582995951417)
(('pub', 'arts_school'), 0.004048582995951417)
(('public_service', 'clinic'), 0.003992015968063872)
(('clinic', 'childcare'), 0.003992015968063872)
(('clinic', 'studio'), 0.003992015968063872)
(('clinic', 'car_rental'), 0.003992015968063872)
(('yacht_club', 'clinic'), 0.003992015968063872)
(('driving_school', 'clinic'), 0.003992015968063872)
(('recycling', 'clinic'), 0.003992015968063872)
(('love_hotel', 'clinic'), 0.003992015968063872)
(('clinic', 'parking_space'), 0.003992015968063872)
(('clinic', 'food_court'), 0.003992015968063872)
(('kick-scooter_rental', 'clinic'), 0.003992015968063872)
(('clinic', 'smoking_area'), 0.003992015968063872)
(('payment_terminal', 'kindergarten'), 0.003976143141153081)
(('kindergarten', 'hospital'), 0.003976143141153081)
(('car_wash', 'kindergarten'), 0.003976143141153081)
(('nightclub', 'kindergarten'), 0.003976143141153081)
(('childcare', 'kindergarten'), 0.003976143141153081)
(('taxi', 'kindergarten'), 0.003976143141153081)
(('music_school', 'kindergarten'), 0.003976143141153081)
(('music_school', 'bank'), 0.0039447731755424065)
(('bank', 'device_charging_station'), 0.0039447731755424065)
(('driving_school', 'parking'), 0.003932363350373574)
(('taxi', 'parking'), 0.003932363350373574)
(('driving_school', 'bench'), 0.0038473869830073742)
(('cafe', 'fire_station'), 0.0038314176245210726)
(('love_hotel', 'cafe'), 0.0038314176245210726)
(('waste_disposal', 'clock'), 0.003798670465337132)
(('waste_disposal', 'clothes_dryer'), 0.003798670465337132)
(('waste_disposal', 'townhall'), 0.003798670465337132)
(('waste_disposal', 'love_hotel'), 0.003798670465337132)
(('marketplace', 'waste_disposal'), 0.003798670465337132)
(('restaurant', 'studio'), 0.003703703703703704)
(('childcare', 'parking'), 0.003539127015336217)
(('parking', 'townhall'), 0.003539127015336217)
(('bench', 'grit_bin'), 0.003526771401090093)
(('bench', 'car_sharing'), 0.003526771401090093)
(('charging_station', 'pharmacy'), 0.003416856492027335)
(('pharmacy', 'smoking_area'), 0.003416856492027335)
(('pharmacy', 'drinking_water'), 0.003416856492027335)
(('bicycle_rental', 'shower'), 0.0033333333333333335)
(('bicycle_rental', 'music_school'), 0.0033333333333333335)
(('ferry_terminal', 'bicycle_rental'), 0.0033333333333333335)
(('bicycle_rental', 'scooter_rental'), 0.0033333333333333335)
(('translator', 'bicycle_rental'), 0.0033333333333333335)
(('bicycle_rental', 'grit_bin'), 0.0033333333333333335)
(('bicycle_rental', 'fire_station'), 0.0033333333333333335)
(('kick-scooter_rental', 'bicycle_rental'), 0.0033333333333333335)
(('childcare', 'bicycle_rental'), 0.0033333333333333335)
(('bicycle_rental', 'arts_centre'), 0.0033333333333333335)
(('bicycle_rental', 'photo_lab'), 0.0033333333333333335)
(('bicycle_rental', 'money_transfer'), 0.0033333333333333335)
(('bicycle_rental', 'public_service'), 0.0033333333333333335)
(('bicycle_rental', 'exhibition_center'), 0.0033333333333333335)
(('waste_basket', 'gallery'), 0.0032976092333058533)
(('waste_basket', 'charging_station'), 0.0032976092333058533)
(('cafe', 'public_bookcase'), 0.003284072249589491)
(('public_service', 'bar'), 0.003278688524590164)
(('bar', 'vehicle_inspection'), 0.003278688524590164)
(('drinking_water', 'bar'), 0.003278688524590164)
(('studio', 'bar'), 0.003278688524590164)
(('ticket_validator', 'bar'), 0.003278688524590164)
(('bar', 'wifi'), 0.003278688524590164)
(('bar', 'marketplace'), 0.003278688524590164)
(('bar', 'music_school'), 0.003278688524590164)
(('bar', 'rescue_station'), 0.003278688524590164)
(('vending_machine', 'photo_booth'), 0.0032085561497326204)
(('vending_machine', 'device_charging_station'), 0.0032085561497326204)
(('vending_machine', 'planetarium'), 0.0032085561497326204)
(('vending_machine', 'studio'), 0.0032085561497326204)
(('ice_cream', 'vending_machine'), 0.0032085561497326204)
(('vending_machine', 'monastery'), 0.0032085561497326204)
(('public_service', 'bench'), 0.0032061558191728116)
(('fast_food', 'car_rental'), 0.0031847133757961785)
(('fast_food', 'outpost'), 0.0031847133757961785)
(('fast_food', 'ticket_validator'), 0.0031847133757961785)
(('fast_food', 'embassy'), 0.0031847133757961785)
(('fast_food', 'monastery'), 0.0031847133757961785)
(('fast_food', 'love_hotel'), 0.0031847133757961785)
(('wifi', 'fast_food'), 0.0031847133757961785)
(('kick-scooter_rental', 'fast_food'), 0.0031847133757961785)
(('parking', 'love_hotel'), 0.0031458906802988595)
(('fire_station', 'restaurant'), 0.0030864197530864196)
(('bicycle_parking', 'dressing_room'), 0.0029940119760479044)
(('love_hotel', 'bicycle_parking'), 0.0029940119760479044)
(('bicycle_parking', 'feeding_place'), 0.0029940119760479044)
(('veterinary', 'bicycle_parking'), 0.0029940119760479044)
(('bicycle_parking', 'social_facility'), 0.0029940119760479044)
(('grit_bin', 'bicycle_parking'), 0.0029940119760479044)
(('bicycle_parking', 'gallery'), 0.0029940119760479044)
(('bicycle_parking', 'car_sharing'), 0.0029940119760479044)
(('bicycle_parking', 'coworking_space'), 0.0029940119760479044)
(('studio', 'atm'), 0.0029717682020802376)
(('atm', 'ferry_terminal'), 0.0029717682020802376)
(('brothel', 'atm'), 0.0029717682020802376)
(('atm', 'charging_station'), 0.0029717682020802376)
(('music_school', 'atm'), 0.0029717682020802376)
(('atm', 'public_building'), 0.0029717682020802376)
(('atm', 'clothes_dryer'), 0.0029717682020802376)
(('fire_station', 'bank'), 0.0029585798816568047)
(('brothel', 'bank'), 0.0029585798816568047)
(('bank', 'townhall'), 0.0029585798816568047)
(('bank', 'coworking_space'), 0.0029585798816568047)
(('bank', 'love_hotel'), 0.0029585798816568047)
(('dentist', 'study'), 0.0029411764705882353)
(('arts_centre', 'dentist'), 0.0029411764705882353)
(('dentist', 'device_charging_station'), 0.0029411764705882353)
(('dentist', 'photo_booth'), 0.0029411764705882353)
(('wifi', 'dentist'), 0.0029411764705882353)
(('dentist', 'parking_space'), 0.0029411764705882353)
(('love_hotel', 'dentist'), 0.0029411764705882353)
(('dentist', 'smoking_area'), 0.0029411764705882353)
(('dentist', 'register_office'), 0.0029411764705882353)
(('dentist', 'clothes_dryer'), 0.0029411764705882353)
(('bench', 'gallery'), 0.0028855402372555306)
(('bench', 'motorcycle_parking'), 0.0028855402372555306)
(('waste_disposal', 'grit_bin'), 0.002849002849002849)
(('waste_disposal', 'device_charging_station'), 0.002849002849002849)
(('car_rental', 'waste_disposal'), 0.002849002849002849)
(('waste_disposal', 'translator'), 0.002849002849002849)
(('waste_disposal', 'stripclub'), 0.002849002849002849)
(('studio', 'parking_entrance'), 0.0027624309392265192)
(('grit_bin', 'parking_entrance'), 0.0027624309392265192)
(('parking_entrance', 'driving_school'), 0.0027624309392265192)
(('veterinary', 'parking_entrance'), 0.0027624309392265192)
(('parking_entrance', 'love_hotel'), 0.0027624309392265192)
(('vehicle_inspection', 'parking_entrance'), 0.0027624309392265192)
(('yacht_club', 'parking_entrance'), 0.0027624309392265192)
(('parking_entrance', 'publisher'), 0.0027624309392265192)
(('outpost', 'parking_entrance'), 0.0027624309392265192)
(('car_rental', 'parking_entrance'), 0.0027624309392265192)
(('kick-scooter_rental', 'parking_entrance'), 0.0027624309392265192)
(('parking_entrance', 'coworking_space'), 0.0027624309392265192)
(('money_transfer', 'parking_entrance'), 0.0027624309392265192)
(('food_court', 'parking'), 0.0027526543452615023)
(('parking', 'parking_space'), 0.0027526543452615023)
(('cinema', 'place_of_worship'), 0.0027397260273972603)
(('public_service', 'place_of_worship'), 0.0027397260273972603)
(('place_of_worship', 'prison'), 0.0027397260273972603)
(('studio', 'place_of_worship'), 0.0027397260273972603)
(('internet_cafe', 'place_of_worship'), 0.0027397260273972603)
(('payment_terminal', 'place_of_worship'), 0.0027397260273972603)
(('device_charging_station', 'place_of_worship'), 0.0027397260273972603)
(('taxi', 'place_of_worship'), 0.0027397260273972603)
(('veterinary', 'place_of_worship'), 0.0027397260273972603)
(('mortuary', 'place_of_worship'), 0.0027397260273972603)
(('place_of_worship', 'marketplace'), 0.0027397260273972603)
(('townhall', 'place_of_worship'), 0.0027397260273972603)
(('place_of_worship', 'vehicle_inspection'), 0.0027397260273972603)
(('cafe', 'internet_cafe'), 0.002736726874657909)
(('wifi', 'cafe'), 0.002736726874657909)
(('bench', 'ferry_terminal'), 0.0025649246553382495)
(('piano', 'bench'), 0.0025649246553382495)
(('ferry_terminal', 'toilets'), 0.002564102564102564)
(('stripclub', 'toilets'), 0.002564102564102564)
(('coworking_space', 'toilets'), 0.002564102564102564)
(('shower', 'toilets'), 0.002564102564102564)
(('photo_booth', 'toilets'), 0.002564102564102564)
(('charging_station', 'toilets'), 0.002564102564102564)
(('kids_area', 'toilets'), 0.002564102564102564)
(('exhibition_center', 'toilets'), 0.002564102564102564)
(('toilets', 'money_transfer'), 0.002564102564102564)
(('toilets', 'smoking_area'), 0.002564102564102564)
(('social_facility', 'toilets'), 0.002564102564102564)
(('toilets', 'college'), 0.002564102564102564)
(('toilets', 'culture_center'), 0.002564102564102564)
(('ticket_validator', 'waste_basket'), 0.00247320692497939)
(('photo_booth', 'waste_basket'), 0.00247320692497939)
(('public_service', 'waste_basket'), 0.00247320692497939)
(('taxi', 'waste_basket'), 0.00247320692497939)
(('waste_basket', 'sanatorium'), 0.00247320692497939)
(('restaurant', 'ferry_terminal'), 0.0024691358024691358)
(('yacht_club', 'restaurant'), 0.0024691358024691358)
(('restaurant', 'social_facility'), 0.0024691358024691358)
(('public_bookcase', 'restaurant'), 0.0024691358024691358)
(('pharmacy', 'childcare'), 0.002277904328018223)
(('ticket_validator', 'pharmacy'), 0.002277904328018223)
(('car_rental', 'pharmacy'), 0.002277904328018223)
(('pharmacy', 'love_hotel'), 0.002277904328018223)
(('pharmacy', 'internet_cafe'), 0.002277904328018223)
(('pharmacy', 'fire_station'), 0.002277904328018223)
(('pharmacy', 'arts_school'), 0.002277904328018223)
(('university', 'parking_space'), 0.002257336343115124)
(('cafe', 'motorcycle_parking'), 0.0021893814997263274)
(('cafe', 'kick-scooter_rental'), 0.0021893814997263274)
(('brothel', 'vending_machine'), 0.0021390374331550803)
(('shower', 'vending_machine'), 0.0021390374331550803)
(('car_sharing', 'vending_machine'), 0.0021390374331550803)
(('vending_machine', 'public_bookcase'), 0.0021390374331550803)
(('kick-scooter_rental', 'vending_machine'), 0.0021390374331550803)
(('vending_machine', 'coworking_space'), 0.0021390374331550803)
(('driving_school', 'fast_food'), 0.0021231422505307855)
(('social_facility', 'fast_food'), 0.0021231422505307855)
(('rescue_station', 'fast_food'), 0.0021231422505307855)
(('fast_food', 'motorcycle_parking'), 0.0021231422505307855)
(('music_school', 'fast_food'), 0.0021231422505307855)
(('fast_food', 'photo_lab'), 0.0021231422505307855)
(('fast_food', 'dormitory'), 0.0021231422505307855)
(('fast_food', 'fire_station'), 0.0021231422505307855)
(('school', 'marketplace'), 0.002109704641350211)
(('water_point', 'school'), 0.002109704641350211)
(('studio', 'school'), 0.002109704641350211)
(('ice_cream', 'school'), 0.002109704641350211)
(('stripclub', 'school'), 0.002109704641350211)
(('townhall', 'school'), 0.002109704641350211)
(('taxi', 'school'), 0.002109704641350211)
(('clock', 'school'), 0.002109704641350211)
(('office', 'school'), 0.002109704641350211)
(('public_bath', 'school'), 0.002109704641350211)
(('gym', 'clinic'), 0.001996007984031936)
(('clinic', 'clothes_dryer'), 0.001996007984031936)
(('register_office', 'clinic'), 0.001996007984031936)
(('clinic', 'monastery'), 0.001996007984031936)
(('wifi', 'clinic'), 0.001996007984031936)
(('internet_cafe', 'clinic'), 0.001996007984031936)
(('clinic', 'official'), 0.001996007984031936)
(('photo_lab', 'clinic'), 0.001996007984031936)
(('public_bookcase', 'clinic'), 0.001996007984031936)
(('taxi', 'clinic'), 0.001996007984031936)
(('clinic', 'public_bath'), 0.001996007984031936)
(('kindergarten', 'clothes_dryer'), 0.0019880715705765406)
(('clock', 'kindergarten'), 0.0019880715705765406)
(('charging_station', 'kindergarten'), 0.0019880715705765406)
(('translator', 'kindergarten'), 0.0019880715705765406)
(('kindergarten', 'fuel'), 0.0019880715705765406)
(('kindergarten', 'stripclub'), 0.0019880715705765406)
(('kindergarten', 'events_venue'), 0.0019880715705765406)
(('office', 'kindergarten'), 0.0019880715705765406)
(('monastery', 'kindergarten'), 0.0019880715705765406)
(('mortuary', 'kindergarten'), 0.0019880715705765406)
(('smoking_area', 'kindergarten'), 0.0019880715705765406)
(('fire_station', 'kindergarten'), 0.0019880715705765406)
(('bank', 'drinking_water'), 0.0019723865877712033)
(('wifi', 'bank'), 0.0019723865877712033)
(('kick-scooter_rental', 'bank'), 0.0019723865877712033)
(('bank', 'photo_lab'), 0.0019723865877712033)
(('bank', 'public_building'), 0.0019723865877712033)
(('parking', 'device_charging_station'), 0.001966181675186787)
(('parking', 'ferry_terminal'), 0.001966181675186787)
(('coworking_space', 'parking'), 0.001966181675186787)
(('bench', 'fire_station'), 0.0019236934915036871)
(('bench', 'music_school'), 0.0019236934915036871)
(('outpost', 'bench'), 0.0019236934915036871)
(('shower', 'waste_disposal'), 0.001899335232668566)
(('smoking_area', 'waste_disposal'), 0.001899335232668566)
(('waste_disposal', 'taxi'), 0.001899335232668566)
(('waste_disposal', 'study'), 0.001899335232668566)
(('waste_disposal', 'monastery'), 0.001899335232668566)
(('waste_disposal', 'gallery'), 0.001899335232668566)
(('kick-scooter_rental', 'waste_disposal'), 0.001899335232668566)
(('official', 'waste_disposal'), 0.001899335232668566)
(('food_court', 'waste_disposal'), 0.001899335232668566)
(('waste_disposal', 'photo_lab'), 0.001899335232668566)
(('wifi', 'restaurant'), 0.001851851851851852)
(('restaurant', 'parking_space'), 0.001851851851851852)
(('restaurant', 'photo_lab'), 0.001851851851851852)
(('waste_basket', 'boat_rental'), 0.0016488046166529267)
(('waste_basket', 'water_point'), 0.0016488046166529267)
(('studio', 'waste_basket'), 0.0016488046166529267)
(('waste_basket', 'driving_school'), 0.0016488046166529267)
(('waste_basket', 'music_school'), 0.0016488046166529267)
(('waste_basket', 'parking_space'), 0.0016488046166529267)
(('waste_basket', 'food_court'), 0.0016488046166529267)
(('cafe', 'photo_booth'), 0.0016420361247947454)
(('cafe', 'kids_area'), 0.0016420361247947454)
(('shower', 'bench'), 0.0016030779095864058)
(('bench', 'scooter_rental'), 0.0016030779095864058)
(('bench', 'townhall'), 0.0016030779095864058)
(('kick-scooter_rental', 'bench'), 0.0016030779095864058)
(('bench', 'register_office'), 0.0016030779095864058)
(('bench', 'dormitory'), 0.0016030779095864058)
(('car_rental', 'parking'), 0.0015729453401494297)
(('wifi', 'parking'), 0.0015729453401494297)
(('drinking_water', 'parking'), 0.0015729453401494297)
(('parking', 'monastery'), 0.0015729453401494297)
(('exhibition_center', 'parking'), 0.0015729453401494297)
(('gym', 'bicycle_parking'), 0.0014970059880239522)
(('bicycle_parking', 'photo_booth'), 0.0014970059880239522)
(('bicycle_parking', 'boat_rental'), 0.0014970059880239522)
(('yacht_club', 'bicycle_parking'), 0.0014970059880239522)
(('bicycle_parking', 'publisher'), 0.0014970059880239522)
(('bicycle_parking', 'scooter_rental'), 0.0014970059880239522)
(('bicycle_parking', 'townhall'), 0.0014970059880239522)
(('bicycle_parking', 'outpost'), 0.0014970059880239522)
(('bicycle_parking', 'money_transfer'), 0.0014970059880239522)
(('bicycle_parking', 'monastery'), 0.0014970059880239522)
(('wifi', 'bicycle_parking'), 0.0014970059880239522)
(('photo_lab', 'bicycle_parking'), 0.0014970059880239522)
(('bicycle_parking', 'register_office'), 0.0014970059880239522)
(('bicycle_parking', 'kids_area'), 0.0014970059880239522)
(('bicycle_parking', 'sauna'), 0.0014970059880239522)
(('bicycle_parking', 'exhibition_center'), 0.0014970059880239522)
(('atm', 'motorcycle_parking'), 0.0014858841010401188)
(('planetarium', 'atm'), 0.0014858841010401188)
(('atm', 'courthouse'), 0.0014858841010401188)
(('car_rental', 'atm'), 0.0014858841010401188)
(('atm', 'car_sharing'), 0.0014858841010401188)
(('internet_cafe', 'atm'), 0.0014858841010401188)
(('atm', 'townhall'), 0.0014858841010401188)
(('customs', 'atm'), 0.0014858841010401188)
(('atm', 'sauna'), 0.0014858841010401188)
(('atm', 'dormitory'), 0.0014858841010401188)
(('bench', 'clothes_dryer'), 0.0012824623276691247)
(('bench', 'internet_cafe'), 0.0012824623276691247)
(('bench', 'customs'), 0.0012824623276691247)
(('bench', 'kids_area'), 0.0012824623276691247)
(('restaurant', 'security_booth'), 0.0012345679012345679)
(('restaurant', 'shower'), 0.0012345679012345679)
(('restaurant', 'boat_rental'), 0.0012345679012345679)
(('restaurant', 'driving_school'), 0.0012345679012345679)
(('scooter_rental', 'restaurant'), 0.0012345679012345679)
(('restaurant', 'outpost'), 0.0012345679012345679)
(('restaurant', 'translator'), 0.0012345679012345679)
(('restaurant', 'car_sharing'), 0.0012345679012345679)
(('restaurant', 'official'), 0.0012345679012345679)
(('restaurant', 'rescue_station'), 0.0012345679012345679)
(('restaurant', 'public_building'), 0.0012345679012345679)
(('restaurant', 'sauna'), 0.0012345679012345679)
(('parking', 'security_booth'), 0.0011797090051120724)
(('vehicle_inspection', 'parking'), 0.0011797090051120724)
(('translator', 'parking'), 0.0011797090051120724)
(('kick-scooter_rental', 'parking'), 0.0011797090051120724)
(('rescue_station', 'parking'), 0.0011797090051120724)
(('pharmacy', 'motorcycle_parking'), 0.0011389521640091116)
(('pharmacy', 'ferry_terminal'), 0.0011389521640091116)
(('pharmacy', 'translator'), 0.0011389521640091116)
(('outpost', 'pharmacy'), 0.0011389521640091116)
(('shower', 'pharmacy'), 0.0011389521640091116)
(('pharmacy', 'security_booth'), 0.0011389521640091116)
(('pharmacy', 'car_sharing'), 0.0011389521640091116)
(('kick-scooter_rental', 'pharmacy'), 0.0011389521640091116)
(('musical_school', 'pharmacy'), 0.0011389521640091116)
(('pharmacy', 'register_office'), 0.0011389521640091116)
(('pharmacy', 'club'), 0.0011389521640091116)
(('pharmacy', 'coworking_space'), 0.0011389521640091116)
(('pharmacy', 'dormitory'), 0.0011389521640091116)
(('pharmacy', 'clothes_dryer'), 0.0011389521640091116)
(('cafe', 'shower'), 0.0010946907498631637)
(('cafe', 'dressing_room'), 0.0010946907498631637)
(('cafe', 'study'), 0.0010946907498631637)
(('cafe', 'ferry_terminal'), 0.0010946907498631637)
(('cafe', 'gallery'), 0.0010946907498631637)
(('cafe', 'planetarium'), 0.0010946907498631637)
(('yacht_club', 'cafe'), 0.0010946907498631637)
(('ticket_validator', 'cafe'), 0.0010946907498631637)
(('cafe', 'townhall'), 0.0010946907498631637)
(('cafe', 'car_sharing'), 0.0010946907498631637)
(('cafe', 'parking_space'), 0.0010946907498631637)
(('cafe', 'public_building'), 0.0010946907498631637)
