Duration: 799 s 

Number of collocations: 2297

(('feeding_place', 'feeding_place'), 1)
(('atm', 'cinema'), 0.03714710252600297)
(('atm', 'university'), 0.03714710252600297)
(('payment_terminal', 'bicycle_rental'), 0.03666666666666667)
(('pharmacy', 'university'), 0.03644646924829157)
(('pub', 'police'), 0.03643724696356275)
(('pub', 'post_box'), 0.03643724696356275)
(('bench', 'drinking_water'), 0.036229560756652776)
(('theatre', 'post_office'), 0.03614457831325301)
(('fast_food', 'recycling'), 0.036093418259023353)
(('car_wash', 'clinic'), 0.03592814371257485)
(('doctors', 'bicycle_parking'), 0.03592814371257485)
(('parking_entrance', 'embassy'), 0.03591160220994475)
(('fountain', 'parking_entrance'), 0.03591160220994475)
(('bench', 'doctors'), 0.035908945174735495)
(('toilets', 'device_charging_station'), 0.035897435897435895)
(('doctors', 'toilets'), 0.035897435897435895)
(('toilets', 'police'), 0.035897435897435895)
(('bar', 'school'), 0.035864978902953586)
(('theatre', 'atm'), 0.03566121842496285)
(('theatre', 'place_of_worship'), 0.03561643835616438)
(('doctors', 'community_centre'), 0.03546099290780142)
(('police', 'doctors'), 0.03546099290780142)
(('waste_basket', 'car_wash'), 0.03544929925803792)
(('dentist', 'payment_terminal'), 0.03529411764705882)
(('dentist', 'embassy'), 0.03529411764705882)
(('car_wash', 'waste_disposal'), 0.03513770180436847)
(('nightclub', 'food_court'), 0.03508771929824561)
(('nightclub', 'stripclub'), 0.03508771929824561)
(('telephone', 'device_charging_station'), 0.03508771929824561)
(('nightclub', 'love_hotel'), 0.03508771929824561)
(('cinema', 'telephone'), 0.03508771929824561)
(('training', 'fast_food'), 0.03503184713375796)
(('telephone', 'fountain'), 0.034653465346534656)
(('parking', 'place_of_worship'), 0.03460479748328746)
(('bank', 'embassy'), 0.03451676528599606)
(('payment_terminal', 'marketplace'), 0.034482758620689655)
(('payment_terminal', 'ferry_terminal'), 0.034482758620689655)
(('clock', 'payment_terminal'), 0.034482758620689655)
(('public_service', 'photo_booth'), 0.034482758620689655)
(('language_school', 'public_service'), 0.034482758620689655)
(('music_school', 'public_service'), 0.034482758620689655)
(('brothel', 'embassy'), 0.034482758620689655)
(('payment_terminal', 'outpost'), 0.034482758620689655)
(('shower', 'marketplace'), 0.034482758620689655)
(('taxi', 'payment_terminal'), 0.034482758620689655)
(('driving_school', 'public_service'), 0.034482758620689655)
(('ice_cream', 'charging_station'), 0.034482758620689655)
(('charging_station', 'marketplace'), 0.034482758620689655)
(('food_court', 'marketplace'), 0.034482758620689655)
(('taxi', 'public_service'), 0.034482758620689655)
(('marketplace', 'ice_cream'), 0.034482758620689655)
(('townhall', 'marketplace'), 0.034482758620689655)
(('bicycle_parking', 'clock'), 0.0344311377245509)
(('post_office', 'vending_machine'), 0.034224598930481284)
(('waste_disposal', 'library'), 0.03418803418803419)
(('bureau_de_change', 'waste_basket'), 0.033800494641384994)
(('waste_basket', 'university'), 0.033800494641384994)
(('ice_cream', 'waste_basket'), 0.033800494641384994)
(('parking_entrance', 'kindergarten'), 0.033797216699801194)
(('bench', 'ice_cream'), 0.033664636101314524)
(('shelter', 'telephone'), 0.03361344537815126)
(('parking', 'university'), 0.03342508847817539)
(('bicycle_rental', 'car_wash'), 0.03333333333333333)
(('bicycle_rental', 'fountain'), 0.03333333333333333)
(('training', 'restaurant'), 0.03333333333333333)
(('waste_disposal', 'theatre'), 0.03323836657169991)
(('waste_disposal', 'shelter'), 0.03323836657169991)
(('waste_disposal', 'embassy'), 0.03323836657169991)
(('car_wash', 'vending_machine'), 0.033155080213903745)
(('police', 'pharmacy'), 0.03302961275626424)
(('place_of_worship', 'hospital'), 0.03287671232876712)
(('police', 'place_of_worship'), 0.03287671232876712)
(('cafe', 'payment_terminal'), 0.03284072249589491)
(('training', 'university'), 0.03278688524590164)
(('bar', 'post_box'), 0.03278688524590164)
(('bar', 'community_centre'), 0.03278688524590164)
(('bar', 'post_office'), 0.03278688524590164)
(('university', 'fountain'), 0.03278688524590164)
(('hookah_lounge', 'university'), 0.03278688524590164)
(('atm', 'car_wash'), 0.03268945022288262)
(('pub', 'community_centre'), 0.032388663967611336)
(('payment_terminal', 'pub'), 0.032388663967611336)
(('bench', 'bureau_de_change'), 0.0323821737736454)
(('bench', 'post_office'), 0.0323821737736454)
(('car_wash', 'dentist'), 0.03235294117647059)
(('dentist', 'language_school'), 0.03235294117647059)
(('police', 'post_office'), 0.03225806451612903)
(('bureau_de_change', 'taxi'), 0.03225806451612903)
(('bureau_de_change', 'device_charging_station'), 0.03225806451612903)
(('hospital', 'clinic'), 0.031936127744510975)
(('post_box', 'recycling'), 0.031914893617021274)
(('hookah_lounge', 'post_box'), 0.031914893617021274)
(('pharmacy', 'hookah_lounge'), 0.03189066059225513)
(('shelter', 'kindergarten'), 0.03180914512922465)
(('language_school', 'hookah_lounge'), 0.031746031746031744)
(('hookah_lounge', 'veterinary'), 0.031746031746031744)
(('hookah_lounge', 'love_hotel'), 0.031746031746031744)
(('embassy', 'school'), 0.03164556962025317)
(('restaurant', 'police'), 0.03148148148148148)
(('bicycle_parking', 'police'), 0.03143712574850299)
(('car_wash', 'university'), 0.03139013452914798)
(('waste_basket', 'police'), 0.031327287716405604)
(('training', 'police'), 0.031007751937984496)
(('social_facility', 'police'), 0.031007751937984496)
(('fast_food', 'nightclub'), 0.03078556263269639)
(('post_box', 'toilets'), 0.03076923076923077)
(('toilets', 'shelter'), 0.03076923076923077)
(('bank', 'fountain'), 0.03057199211045365)
(('hookah_lounge', 'waste_disposal'), 0.030389363722697058)
(('fuel', 'parking_entrance'), 0.03038674033149171)
(('parking_entrance', 'telephone'), 0.03038674033149171)
(('recycling', 'cinema'), 0.030303030303030304)
(('recycling', 'veterinary'), 0.030303030303030304)
(('device_charging_station', 'recycling'), 0.030303030303030304)
(('restaurant', 'car_wash'), 0.030246913580246913)
(('restaurant', 'library'), 0.030246913580246913)
(('theatre', 'nightclub'), 0.030120481927710843)
(('theatre', 'stripclub'), 0.030120481927710843)
(('library', 'post_box'), 0.03007518796992481)
(('library', 'college'), 0.03007518796992481)
(('library', 'social_facility'), 0.03007518796992481)
(('community_centre', 'library'), 0.03007518796992481)
(('library', 'training'), 0.03007518796992481)
(('bicycle_rental', 'university'), 0.03)
(('vending_machine', 'library'), 0.029946524064171122)
(('bicycle_parking', 'charging_station'), 0.029940119760479042)
(('community_centre', 'fire_station'), 0.029850746268656716)
(('love_hotel', 'community_centre'), 0.029850746268656716)
(('charging_station', 'community_centre'), 0.029850746268656716)
(('public_service', 'community_centre'), 0.029850746268656716)
(('community_centre', 'arts_centre'), 0.029850746268656716)
(('place_of_worship', 'kindergarten'), 0.02982107355864811)
(('police', 'bench'), 0.02981724911830715)
(('clock', 'fast_food'), 0.029723991507430998)
(('fast_food', 'police'), 0.029723991507430998)
(('marketplace', 'fast_food'), 0.029723991507430998)
(('training', 'public_service'), 0.0297029702970297)
(('library', 'fountain'), 0.0297029702970297)
(('shelter', 'training'), 0.0297029702970297)
(('training', 'payment_terminal'), 0.0297029702970297)
(('community_centre', 'training'), 0.0297029702970297)
(('restaurant', 'stripclub'), 0.02962962962962963)
(('bank', 'car_wash'), 0.029585798816568046)
(('library', 'bank'), 0.029585798816568046)
(('cafe', 'embassy'), 0.029556650246305417)
(('dentist', 'fountain'), 0.029411764705882353)
(('nightclub', 'dentist'), 0.029411764705882353)
(('vending_machine', 'shelter'), 0.028877005347593583)
(('embassy', 'university'), 0.028688524590163935)
(('training', 'bank'), 0.028599605522682446)
(('bank', 'hookah_lounge'), 0.028599605522682446)
(('bank', 'nightclub'), 0.028599605522682446)
(('waste_disposal', 'training'), 0.02849002849002849)
(('post_office', 'doctors'), 0.028368794326241134)
(('hookah_lounge', 'doctors'), 0.028368794326241134)
(('bureau_de_change', 'doctors'), 0.028368794326241134)
(('theatre', 'doctors'), 0.028368794326241134)
(('pub', 'charging_station'), 0.02834008097165992)
(('pub', 'stripclub'), 0.02834008097165992)
(('atm', 'police'), 0.02823179791976226)
(('atm', 'embassy'), 0.02823179791976226)
(('toilets', 'fuel'), 0.028205128205128206)
(('toilets', 'car_wash'), 0.028205128205128206)
(('community_centre', 'clinic'), 0.027944111776447105)
(('clinic', 'telephone'), 0.027944111776447105)
(('training', 'parking'), 0.02791977978765238)
(('cafe', 'library'), 0.027914614121510674)
(('arts_centre', 'cafe'), 0.027914614121510674)
(('bench', 'training'), 0.027893555626803464)
(('library', 'kindergarten'), 0.027833001988071572)
(('embassy', 'kindergarten'), 0.027833001988071572)
(('vending_machine', 'doctors'), 0.027807486631016044)
(('vending_machine', 'training'), 0.027807486631016044)
(('college', 'music_school'), 0.027777777777777776)
(('parking_entrance', 'cinema'), 0.027624309392265192)
(('parking_entrance', 'courthouse'), 0.027624309392265192)
(('hookah_lounge', 'parking_entrance'), 0.027624309392265192)
(('fast_food', 'drinking_water'), 0.027600849256900213)
(('college', 'embassy'), 0.027586206896551724)
(('embassy', 'bureau_de_change'), 0.027586206896551724)
(('embassy', 'community_centre'), 0.027586206896551724)
(('library', 'parking'), 0.027526543452615022)
(('fountain', 'place_of_worship'), 0.0273972602739726)
(('training', 'place_of_worship'), 0.0273972602739726)
(('pharmacy', 'fountain'), 0.02733485193621868)
(('planetarium', 'drinking_water'), 0.02702702702702703)
(('drinking_water', 'register_office'), 0.02702702702702703)
(('public_service', 'drinking_water'), 0.02702702702702703)
(('public_building', 'fire_station'), 0.02702702702702703)
(('post_box', 'bench'), 0.02693170888105162)
(('cafe', 'police'), 0.02681992337164751)
(('clock', 'atm'), 0.02674591381872214)
(('recycling', 'atm'), 0.02674591381872214)
(('atm', 'doctors'), 0.02674591381872214)
(('post_office', 'parking'), 0.026740070782540308)
(('parking', 'fountain'), 0.026740070782540308)
(('doctors', 'bicycle_rental'), 0.02666666666666667)
(('training', 'bicycle_rental'), 0.02666666666666667)
(('restaurant', 'arts_centre'), 0.02654320987654321)
(('dentist', 'community_centre'), 0.026470588235294117)
(('waste_basket', 'doctors'), 0.026380873866446827)
(('telephone', 'smoking_area'), 0.02631578947368421)
(('drinking_water', 'telephone'), 0.02631578947368421)
(('training', 'telephone'), 0.02631578947368421)
(('charging_station', 'telephone'), 0.02631578947368421)
(('stripclub', 'clock'), 0.02631578947368421)
(('clock', 'monastery'), 0.02631578947368421)
(('clock', 'charging_station'), 0.02631578947368421)
(('car_wash', 'bench'), 0.026290477717217056)
(('bar', 'shelter'), 0.02622950819672131)
(('theatre', 'parking'), 0.02595359811246559)
(('doctors', 'parking'), 0.02595359811246559)
(('clinic', 'post_office'), 0.02594810379241517)
(('university', 'kindergarten'), 0.02584493041749503)
(('post_office', 'payment_terminal'), 0.025806451612903226)
(('ice_cream', 'toilets'), 0.02564102564102564)
(('toilets', 'university'), 0.02564102564102564)
(('community_centre', 'bicycle_parking'), 0.025449101796407185)
(('theatre', 'school'), 0.02531645569620253)
(('post_box', 'restaurant'), 0.025308641975308643)
(('recycling', 'restaurant'), 0.025308641975308643)
(('translator', 'shelter'), 0.025210084033613446)
(('payment_terminal', 'shelter'), 0.025210084033613446)
(('pharmacy', 'clock'), 0.025056947608200455)
(('parking_entrance', 'food_court'), 0.024861878453038673)
(('parking_entrance', 'arts_centre'), 0.024861878453038673)
(('parking_entrance', 'police'), 0.024861878453038673)
(('parking_entrance', 'smoking_area'), 0.024861878453038673)
(('police', 'parking'), 0.02477388910735352)
(('waste_disposal', 'community_centre'), 0.024691358024691357)
(('hookah_lounge', 'place_of_worship'), 0.024657534246575342)
(('clock', 'place_of_worship'), 0.024657534246575342)
(('university', 'community_centre'), 0.02459016393442623)
(('bureau_de_change', 'parking'), 0.02438065277231616)
(('pub', 'recycling'), 0.024291497975708502)
(('pub', 'cinema'), 0.024291497975708502)
(('courthouse', 'pub'), 0.024291497975708502)
(('veterinary', 'theatre'), 0.024096385542168676)
(('theatre', 'hookah_lounge'), 0.024096385542168676)
(('theatre', 'college'), 0.024096385542168676)
(('bench', 'payment_terminal'), 0.02404616864379609)
(('bicycle_parking', 'car_wash'), 0.023952095808383235)
(('pharmacy', 'hospital'), 0.023917995444191344)
(('theatre', 'kindergarten'), 0.02385685884691849)
(('courthouse', 'food_court'), 0.023809523809523808)
(('courthouse', 'marketplace'), 0.023809523809523808)
(('courthouse', 'register_office'), 0.023809523809523808)
(('training', 'atm'), 0.0237741456166419)
(('library', 'atm'), 0.0237741456166419)
(('telephone', 'parking'), 0.023594180102241447)
(('cafe', 'shelter'), 0.02353585112205802)
(('vending_machine', 'bureau_de_change'), 0.023529411764705882)
(('fast_food', 'public_service'), 0.02335456475583864)
(('bicycle_rental', 'police'), 0.023333333333333334)
(('bicycle_rental', 'nightclub'), 0.023333333333333334)
(('drinking_water', 'bicycle_rental'), 0.023333333333333334)
(('hookah_lounge', 'police'), 0.023255813953488372)
(('police', 'veterinary'), 0.023255813953488372)
(('police', 'language_school'), 0.023255813953488372)
(('police', 'driving_school'), 0.023255813953488372)
(('doctors', 'school'), 0.023206751054852322)
(('police', 'school'), 0.023206751054852322)
(('waste_basket', 'cinema'), 0.023083264633140973)
(('childcare', 'waste_basket'), 0.023083264633140973)
(('waste_basket', 'drinking_water'), 0.023083264633140973)
(('clock', 'toilets'), 0.023076923076923078)
(('taxi', 'toilets'), 0.023076923076923078)
(('cinema', 'bar'), 0.022950819672131147)
(('embassy', 'bar'), 0.022950819672131147)
(('restaurant', 'food_court'), 0.022839506172839506)
(('recycling', 'pharmacy'), 0.022779043280182234)
(('doctors', 'library'), 0.022556390977443608)
(('vending_machine', 'fountain'), 0.022459893048128343)
(('bicycle_parking', 'device_charging_station'), 0.02245508982035928)
(('cafe', 'recycling'), 0.022441160372194856)
(('car_wash', 'embassy'), 0.02242152466367713)
(('fast_food', 'school'), 0.022292993630573247)
(('waste_basket', 'library'), 0.02225886232481451)
(('public_service', 'veterinary'), 0.022222222222222223)
(('childcare', 'social_facility'), 0.022222222222222223)
(('veterinary', 'love_hotel'), 0.022222222222222223)
(('veterinary', 'ice_cream'), 0.022222222222222223)
(('internet_cafe', 'social_facility'), 0.022222222222222223)
(('language_school', 'veterinary'), 0.022222222222222223)
(('studio', 'veterinary'), 0.022222222222222223)
(('fire_station', 'veterinary'), 0.022222222222222223)
(('bench', 'cinema'), 0.0221224751522924)
(('parking_entrance', 'nightclub'), 0.022099447513812154)
(('parking_entrance', 'charging_station'), 0.022099447513812154)
(('fuel', 'parking'), 0.02202123476209202)
(('library', 'place_of_worship'), 0.021917808219178082)
(('place_of_worship', 'doctors'), 0.021917808219178082)
(('bureau_de_change', 'place_of_worship'), 0.021917808219178082)
(('college', 'place_of_worship'), 0.021917808219178082)
(('charging_station', 'arts_centre'), 0.021739130434782608)
(('arts_centre', 'music_school'), 0.021739130434782608)
(('stripclub', 'arts_centre'), 0.021739130434782608)
(('courthouse', 'arts_centre'), 0.021739130434782608)
(('device_charging_station', 'arts_centre'), 0.021739130434782608)
(('pharmacy', 'nightclub'), 0.02164009111617312)
(('recycling', 'parking'), 0.02162799842705466)
(('bureau_de_change', 'cinema'), 0.021505376344086023)
(('bureau_de_change', 'stripclub'), 0.021505376344086023)
(('bureau_de_change', 'food_court'), 0.021505376344086023)
(('social_facility', 'doctors'), 0.02127659574468085)
(('doctors', 'shelter'), 0.02127659574468085)
(('arts_centre', 'doctors'), 0.02127659574468085)
(('doctors', 'recycling'), 0.02127659574468085)
(('love_hotel', 'post_box'), 0.02127659574468085)
(('post_box', 'nightclub'), 0.02127659574468085)
(('doctors', 'post_box'), 0.02127659574468085)
(('doctors', 'hospital'), 0.02127659574468085)
(('post_box', 'fire_station'), 0.02127659574468085)
(('school', 'recycling'), 0.02109704641350211)
(('pub', 'school'), 0.02109704641350211)
(('bicycle_parking', 'shelter'), 0.020958083832335328)
(('bicycle_parking', 'arts_centre'), 0.020958083832335328)
(('waste_disposal', 'fountain'), 0.020892687559354226)
(('bench', 'embassy'), 0.020840012824623277)
(('atm', 'taxi'), 0.020802377414561663)
(('cafe', 'food_court'), 0.02079912424740011)
(('veterinary', 'embassy'), 0.020689655172413793)
(('courthouse', 'embassy'), 0.020689655172413793)
(('hookah_lounge', 'embassy'), 0.020689655172413793)
(('doctors', 'fuel'), 0.020689655172413793)
(('college', 'fuel'), 0.020689655172413793)
(('payment_terminal', 'waste_basket'), 0.020610057708161583)
(('ice_cream', 'dentist'), 0.020588235294117647)
(('childcare', 'dentist'), 0.020588235294117647)
(('dentist', 'recycling'), 0.020588235294117647)
(('dentist', 'college'), 0.020588235294117647)
(('community_centre', 'toilets'), 0.020512820512820513)
(('toilets', 'library'), 0.020512820512820513)
(('pharmacy', 'cinema'), 0.02050113895216401)
(('university', 'hospital'), 0.020491803278688523)
(('telephone', 'university'), 0.020491803278688523)
(('college', 'university'), 0.020491803278688523)
(('nightclub', 'university'), 0.020491803278688523)
(('bureau_de_change', 'university'), 0.020491803278688523)
(('vending_machine', 'community_centre'), 0.020320855614973262)
(('car_rental', 'pub'), 0.020242914979757085)
(('pub', 'ice_cream'), 0.020242914979757085)
(('fast_food', 'taxi'), 0.020169851380042462)
(('bicycle_rental', 'cinema'), 0.02)
(('clinic', 'post_box'), 0.01996007984031936)
(('waste_disposal', 'nightclub'), 0.019943019943019943)
(('bureau_de_change', 'waste_disposal'), 0.019943019943019943)
(('police', 'kindergarten'), 0.019880715705765408)
(('training', 'kindergarten'), 0.019880715705765408)
(('hookah_lounge', 'bench'), 0.019878166078871433)
(('fountain', 'payment_terminal'), 0.019801980198019802)
(('post_office', 'fountain'), 0.019801980198019802)
(('fountain', 'doctors'), 0.019801980198019802)
(('embassy', 'fountain'), 0.019801980198019802)
(('fountain', 'cinema'), 0.019801980198019802)
(('drinking_water', 'fountain'), 0.019801980198019802)
(('arts_centre', 'training'), 0.019801980198019802)
(('training', 'fire_station'), 0.019801980198019802)
(('training', 'language_school'), 0.019801980198019802)
(('food_court', 'fountain'), 0.019801980198019802)
(('cinema', 'training'), 0.019801980198019802)
(('post_box', 'training'), 0.019801980198019802)
(('waste_basket', 'training'), 0.01978565539983512)
(('clock', 'waste_basket'), 0.01978565539983512)
(('police', 'bank'), 0.01972386587771203)
(('police', 'bar'), 0.019672131147540985)
(('bar', 'charging_station'), 0.019672131147540985)
(('food_court', 'bar'), 0.019672131147540985)
(('pharmacy', 'car_wash'), 0.0193621867881549)
(('hookah_lounge', 'post_office'), 0.01935483870967742)
(('post_office', 'embassy'), 0.01935483870967742)
(('parking_entrance', 'post_box'), 0.019337016574585635)
(('parking_entrance', 'recycling'), 0.019337016574585635)
(('parking_entrance', 'college'), 0.019337016574585635)
(('payment_terminal', 'parking_entrance'), 0.019337016574585635)
(('parking_entrance', 'device_charging_station'), 0.019337016574585635)
(('parking_entrance', 'childcare'), 0.019337016574585635)
(('ice_cream', 'atm'), 0.019316493313521546)
(('embassy', 'parking'), 0.019268580416830515)
(('vending_machine', 'hospital'), 0.019251336898395723)
(('telephone', 'place_of_worship'), 0.019178082191780823)
(('nightclub', 'place_of_worship'), 0.019178082191780823)
(('post_office', 'place_of_worship'), 0.019178082191780823)
(('drinking_water', 'place_of_worship'), 0.019178082191780823)
(('waste_disposal', 'college'), 0.01899335232668566)
(('waste_disposal', 'post_box'), 0.01899335232668566)
(('college', 'school'), 0.0189873417721519)
(('toilets', 'school'), 0.0189873417721519)
(('drinking_water', 'cinema'), 0.018867924528301886)
(('device_charging_station', 'cinema'), 0.018867924528301886)
(('taxi', 'cinema'), 0.018867924528301886)
(('studio', 'cinema'), 0.018867924528301886)
(('cinema', 'arts_centre'), 0.018867924528301886)
(('cinema', 'ice_cream'), 0.018867924528301886)
(('cafe', 'community_centre'), 0.018609742747673783)
(('bench', 'arts_centre'), 0.018595703751202307)
(('studio', 'college'), 0.018518518518518517)
(('bench', 'clock'), 0.01827508816928503)
(('embassy', 'pharmacy'), 0.018223234624145785)
(('theatre', 'arts_centre'), 0.018072289156626505)
(('training', 'theatre'), 0.018072289156626505)
(('studio', 'theatre'), 0.018072289156626505)
(('scooter_rental', 'theatre'), 0.018072289156626505)
(('post_box', 'theatre'), 0.018072289156626505)
(('clock', 'cafe'), 0.0180623973727422)
(('library', 'fast_food'), 0.018046709129511677)
(('clinic', 'college'), 0.017964071856287425)
(('bicycle_parking', 'public_service'), 0.017964071856287425)
(('recycling', 'toilets'), 0.017948717948717947)
(('car_wash', 'payment_terminal'), 0.017937219730941704)
(('college', 'car_wash'), 0.017937219730941704)
(('car_wash', 'doctors'), 0.017937219730941704)
(('restaurant', 'payment_terminal'), 0.017901234567901235)
(('pub', 'kindergarten'), 0.017892644135188866)
(('kindergarten', 'toilets'), 0.017892644135188866)
(('shelter', 'atm'), 0.017830609212481426)
(('food_court', 'atm'), 0.017830609212481426)
(('hospital', 'training'), 0.017699115044247787)
(('shelter', 'parking'), 0.017695635076681086)
(('clock', 'dentist'), 0.01764705882352941)
(('dentist', 'telephone'), 0.01764705882352941)
(('courthouse', 'telephone'), 0.017543859649122806)
(('telephone', 'hookah_lounge'), 0.017543859649122806)
(('stripclub', 'telephone'), 0.017543859649122806)
(('telephone', 'community_centre'), 0.017543859649122806)
(('telephone', 'embassy'), 0.017543859649122806)
(('nightclub', 'arts_centre'), 0.017543859649122806)
(('nightclub', 'language_school'), 0.017543859649122806)
(('veterinary', 'telephone'), 0.017543859649122806)
(('telephone', 'ice_cream'), 0.017543859649122806)
(('recycling', 'telephone'), 0.017543859649122806)
(('nightclub', 'courthouse'), 0.017543859649122806)
(('nightclub', 'music_school'), 0.017543859649122806)
(('nightclub', 'rescue_station'), 0.017543859649122806)
(('nightclub', 'device_charging_station'), 0.017543859649122806)
(('telephone', 'kick-scooter_rental'), 0.017543859649122806)
(('waste_basket', 'hookah_lounge'), 0.01731244847485573)
(('waste_basket', 'hospital'), 0.01731244847485573)
(('restaurant', 'community_centre'), 0.01728395061728395)
(('payment_terminal', 'childcare'), 0.017241379310344827)
(('payment_terminal', 'social_facility'), 0.017241379310344827)
(('payment_terminal', 'shower'), 0.017241379310344827)
(('payment_terminal', 'grit_bin'), 0.017241379310344827)
(('public_service', 'payment_terminal'), 0.017241379310344827)
(('payment_terminal', 'photo_booth'), 0.017241379310344827)
(('payment_terminal', 'arts_centre'), 0.017241379310344827)
(('payment_terminal', 'translator'), 0.017241379310344827)
(('payment_terminal', 'ticket_validator'), 0.017241379310344827)
(('nightclub', 'payment_terminal'), 0.017241379310344827)
(('payment_terminal', 'courthouse'), 0.017241379310344827)
(('kick-scooter_rental', 'payment_terminal'), 0.017241379310344827)
(('payment_terminal', 'coworking_space'), 0.017241379310344827)
(('payment_terminal', 'music_school'), 0.017241379310344827)
(('payment_terminal', 'arts_school'), 0.017241379310344827)
(('hospital', 'waste_disposal'), 0.017094017094017096)
(('waste_disposal', 'payment_terminal'), 0.017094017094017096)
(('ice_cream', 'pharmacy'), 0.017084282460136675)
(('community_centre', 'pharmacy'), 0.017084282460136675)
(('bench', 'library'), 0.016992625841615903)
(('payment_terminal', 'parking'), 0.016909162406606372)
(('car_wash', 'school'), 0.016877637130801686)
(('veterinary', 'school'), 0.016877637130801686)
(('post_box', 'school'), 0.016877637130801686)
(('ticket_validator', 'shelter'), 0.01680672268907563)
(('bank', 'community_centre'), 0.016765285996055226)
(('bicycle_rental', 'recycling'), 0.016666666666666666)
(('bicycle_rental', 'community_centre'), 0.016666666666666666)
(('taxi', 'bicycle_rental'), 0.016666666666666666)
(('bicycle_rental', 'embassy'), 0.016666666666666666)
(('parking_entrance', 'hospital'), 0.016574585635359115)
(('bureau_de_change', 'parking_entrance'), 0.016574585635359115)
(('parking_entrance', 'public_service'), 0.016574585635359115)
(('stripclub', 'parking_entrance'), 0.016574585635359115)
(('bicycle_parking', 'college'), 0.016467065868263474)
(('bicycle_parking', 'smoking_area'), 0.016467065868263474)
(('community_centre', 'place_of_worship'), 0.01643835616438356)
(('place_of_worship', 'recycling'), 0.01643835616438356)
(('university', 'recycling'), 0.01639344262295082)
(('bar', 'arts_centre'), 0.01639344262295082)
(('charging_station', 'university'), 0.01639344262295082)
(('bar', 'clock'), 0.01639344262295082)
(('atm', 'nightclub'), 0.01634472511144131)
(('atm', 'smoking_area'), 0.01634472511144131)
(('fuel', 'pub'), 0.016194331983805668)
(('music_school', 'pub'), 0.016194331983805668)
(('pub', 'internet_cafe'), 0.016194331983805668)
(('childcare', 'pub'), 0.016194331983805668)
(('pub', 'shelter'), 0.016194331983805668)
(('telephone', 'waste_disposal'), 0.016144349477682812)
(('hookah_lounge', 'parking'), 0.016122689736531654)
(('parking', 'nightclub'), 0.016122689736531654)
(('restaurant', 'charging_station'), 0.016049382716049384)
(('vending_machine', 'hookah_lounge'), 0.016042780748663103)
(('fountain', 'clinic'), 0.015968063872255488)
(('courthouse', 'clinic'), 0.015968063872255488)
(('clinic', 'payment_terminal'), 0.015968063872255488)
(('clinic', 'charging_station'), 0.015968063872255488)
(('fast_food', 'fuel'), 0.01592356687898089)
(('fast_food', 'stripclub'), 0.01592356687898089)
(('fast_food', 'charging_station'), 0.01592356687898089)
(('ice_cream', 'hookah_lounge'), 0.015873015873015872)
(('hookah_lounge', 'clothes_dryer'), 0.015873015873015872)
(('cafe', 'stripclub'), 0.015873015873015872)
(('hookah_lounge', 'coworking_space'), 0.015873015873015872)
(('hookah_lounge', 'courthouse'), 0.015873015873015872)
(('hookah_lounge', 'motorcycle_parking'), 0.015873015873015872)
(('food_court', 'hookah_lounge'), 0.015873015873015872)
(('hookah_lounge', 'photo_lab'), 0.015873015873015872)
(('hookah_lounge', 'charging_station'), 0.015873015873015872)
(('clock', 'bank'), 0.015779092702169626)
(('cinema', 'bank'), 0.015779092702169626)
(('ice_cream', 'police'), 0.015503875968992248)
(('device_charging_station', 'police'), 0.015503875968992248)
(('courthouse', 'police'), 0.015503875968992248)
(('nightclub', 'police'), 0.015503875968992248)
(('cinema', 'police'), 0.015503875968992248)
(('post_box', 'police'), 0.015503875968992248)
(('restaurant', 'language_school'), 0.015432098765432098)
(('toilets', 'marketplace'), 0.015384615384615385)
(('food_court', 'toilets'), 0.015384615384615385)
(('embassy', 'toilets'), 0.015384615384615385)
(('ice_cream', 'cafe'), 0.01532567049808429)
(('childcare', 'waste_disposal'), 0.015194681861348529)
(('recycling', 'clock'), 0.015151515151515152)
(('arts_centre', 'recycling'), 0.015151515151515152)
(('recycling', 'payment_terminal'), 0.015151515151515152)
(('hookah_lounge', 'recycling'), 0.015151515151515152)
(('recycling', 'fire_station'), 0.015151515151515152)
(('recycling', 'marketplace'), 0.015151515151515152)
(('recycling', 'ice_cream'), 0.015151515151515152)
(('social_facility', 'recycling'), 0.015151515151515152)
(('recycling', 'childcare'), 0.015151515151515152)
(('nightclub', 'recycling'), 0.015151515151515152)
(('recycling', 'food_court'), 0.015151515151515152)
(('recycling', 'kids_area'), 0.015151515151515152)
(('recycling', 'money_transfer'), 0.015151515151515152)
(('bench', 'boat_rental'), 0.015068932350112215)
(('bench', 'childcare'), 0.015068932350112215)
(('bureau_de_change', 'library'), 0.015037593984962405)
(('library', 'clock'), 0.015037593984962405)
(('shelter', 'library'), 0.015037593984962405)
(('childcare', 'library'), 0.015037593984962405)
(('library', 'hospital'), 0.015037593984962405)
(('telephone', 'library'), 0.015037593984962405)
(('device_charging_station', 'library'), 0.015037593984962405)
(('library', 'stripclub'), 0.015037593984962405)
(('library', 'veterinary'), 0.015037593984962405)
(('library', 'hookah_lounge'), 0.015037593984962405)
(('vending_machine', 'fuel'), 0.014973262032085561)
(('language_school', 'bicycle_parking'), 0.014970059880239521)
(('childcare', 'bicycle_parking'), 0.014970059880239521)
(('gym', 'community_centre'), 0.014925373134328358)
(('stripclub', 'community_centre'), 0.014925373134328358)
