Duration: 950 s  
Number of collocations: 3582 
(('feeding_place', 'feeding_place'), 1)
(('hospital', 'dormitory'), 0.008849557522123894)
(('dentist', 'study'), 0.008823529411764706)
(('dentist', 'clothes_dryer'), 0.008823529411764706)
(('dentist', 'drinking_water'), 0.008823529411764706)
(('dentist', 'yacht_club'), 0.008823529411764706)
(('dentist', 'townhall'), 0.008823529411764706)
(('dentist', 'sauna'), 0.008823529411764706)
(('dentist', 'public_bookcase'), 0.008823529411764706)
(('telephone', 'childcare'), 0.008771929824561403)
(('telephone', 'ferry_terminal'), 0.008771929824561403)
(('boat_rental', 'telephone'), 0.008771929824561403)
(('telephone', 'planetarium'), 0.008771929824561403)
(('brothel', 'telephone'), 0.008771929824561403)
(('yacht_club', 'telephone'), 0.008771929824561403)
(('ticket_validator', 'telephone'), 0.008771929824561403)
(('wifi', 'telephone'), 0.008771929824561403)
(('rescue_station', 'telephone'), 0.008771929824561403)
(('piano', 'telephone'), 0.008771929824561403)
(('telephone', 'motorcycle_parking'), 0.008771929824561403)
(('bench', 'study'), 0.008656620711766592)
(('vending_machine', 'brothel'), 0.008556149732620321)
(('vending_machine', 'kick-scooter_rental'), 0.008556149732620321)
(('waste_disposal', 'clothes_dryer'), 0.008547008547008548)
(('waste_disposal', 'outpost'), 0.008547008547008548)
(('waste_disposal', 'photo_lab'), 0.008547008547008548)
(('fast_food', 'clothes_dryer'), 0.008492569002123142)
(('fast_food', 'outpost'), 0.008492569002123142)
(('fast_food', 'translator'), 0.008492569002123142)
(('fast_food', 'wifi'), 0.008492569002123142)
(('brothel', 'school'), 0.008438818565400843)
(('study', 'shelter'), 0.008403361344537815)
(('shower', 'shelter'), 0.008403361344537815)
(('ferry_terminal', 'shelter'), 0.008403361344537815)
(('internet_cafe', 'shelter'), 0.008403361344537815)
(('veterinary', 'shelter'), 0.008403361344537815)
(('shelter', 'townhall'), 0.008403361344537815)
(('shelter', 'monastery'), 0.008403361344537815)
(('nightclub', 'shelter'), 0.008403361344537815)
(('photo_lab', 'shelter'), 0.008403361344537815)
(('shelter', 'charging_station'), 0.008403361344537815)
(('shelter', 'taxi'), 0.008403361344537815)
(('shelter', 'sauna'), 0.008403361344537815)
(('shelter', 'sanatorium'), 0.008403361344537815)
(('shelter', 'dormitory'), 0.008403361344537815)
(('shelter', 'boat_rental'), 0.008403361344537815)
(('bench', 'outpost'), 0.00833600512984931)
(('parking_entrance', 'office'), 0.008287292817679558)
(('parking_entrance', 'townhall'), 0.008287292817679558)
(('parking_entrance', 'public_bookcase'), 0.008287292817679558)
(('ferry_terminal', 'place_of_worship'), 0.00821917808219178)
(('childcare', 'place_of_worship'), 0.00821917808219178)
(('place_of_worship', 'public_building'), 0.00821917808219178)
(('rescue_station', 'place_of_worship'), 0.00821917808219178)
(('culture_center', 'place_of_worship'), 0.00821917808219178)
(('cafe', 'internet_cafe'), 0.008210180623973728)
(('university', 'motorcycle_parking'), 0.00819672131147541)
(('action_house', 'university'), 0.00819672131147541)
(('translator', 'university'), 0.00819672131147541)
(('compressed_air', 'university'), 0.00819672131147541)
(('university', 'rescue_station'), 0.00819672131147541)
(('university', 'publisher'), 0.00819672131147541)
(('university', 'sauna'), 0.00819672131147541)
(('university', 'sanatorium'), 0.00819672131147541)
(('university', 'dormitory'), 0.00819672131147541)
(('university', 'prison'), 0.00819672131147541)
(('pub', 'photo_booth'), 0.008097165991902834)
(('wifi', 'pub'), 0.008097165991902834)
(('pub', 'parking_space'), 0.008097165991902834)
(('pub', 'rescue_station'), 0.008097165991902834)
(('clinic', 'compressed_air'), 0.007984031936127744)
(('clinic', 'public_bookcase'), 0.007984031936127744)
(('pharmacy', 'money_transfer'), 0.007972665148063782)
(('pharmacy', 'coworking_space'), 0.007972665148063782)
(('pharmacy', 'kick-scooter_rental'), 0.007972665148063782)
(('drinking_water', 'kindergarten'), 0.007952286282306162)
(('vehicle_inspection', 'bank'), 0.007889546351084813)
(('bank', 'rescue_station'), 0.007889546351084813)
(('bank', 'public_bookcase'), 0.007889546351084813)
(('marketplace', 'police'), 0.007751937984496124)
(('motorcycle_parking', 'police'), 0.007751937984496124)
(('grit_bin', 'police'), 0.007751937984496124)
(('police', 'clothes_dryer'), 0.007751937984496124)
(('shower', 'police'), 0.007751937984496124)
(('police', 'boat_rental'), 0.007751937984496124)
(('police', 'yacht_club'), 0.007751937984496124)
(('ticket_validator', 'police'), 0.007751937984496124)
(('police', 'prison'), 0.007751937984496124)
(('self_storage', 'police'), 0.007751937984496124)
(('brothel', 'police'), 0.007751937984496124)
(('police', 'register_office'), 0.007751937984496124)
(('police', 'lockers'), 0.007751937984496124)
(('police', 'smoking_area'), 0.007751937984496124)
(('police', 'arts_school'), 0.007751937984496124)
(('police', 'townhall'), 0.007751937984496124)
(('police', 'mortuary'), 0.007751937984496124)
(('public_bath', 'police'), 0.007751937984496124)
(('piano', 'bench'), 0.0076947739660147485)
(('car_rental', 'toilets'), 0.007692307692307693)
(('toilets', 'culture_center'), 0.007692307692307693)
(('toilets', 'kids_area'), 0.007692307692307693)
(('cafe', 'clothes_dryer'), 0.007662835249042145)
(('shower', 'waste_disposal'), 0.007597340930674264)
(('waste_disposal', 'grit_bin'), 0.007597340930674264)
(('library', 'gym'), 0.007518796992481203)
(('study', 'library'), 0.007518796992481203)
(('library', 'ferry_terminal'), 0.007518796992481203)
(('grit_bin', 'library'), 0.007518796992481203)
(('scooter_rental', 'library'), 0.007518796992481203)
(('photo_booth', 'library'), 0.007518796992481203)
(('kick-scooter_rental', 'library'), 0.007518796992481203)
(('customs', 'library'), 0.007518796992481203)
(('library', 'brothel'), 0.007518796992481203)
(('library', 'love_hotel'), 0.007518796992481203)
(('library', 'pet'), 0.007518796992481203)
(('library', 'arts_school'), 0.007518796992481203)
(('car_rental', 'bicycle_parking'), 0.0074850299401197605)
(('bicycle_parking', 'photo_booth'), 0.0074850299401197605)
(('bicycle_parking', 'townhall'), 0.0074850299401197605)
(('bicycle_parking', 'translator'), 0.0074850299401197605)
(('fast_food', 'internet_cafe'), 0.0074309978768577496)
(('atm', 'vehicle_inspection'), 0.007429420505200594)
(('atm', 'car_sharing'), 0.007429420505200594)
(('kick-scooter_rental', 'atm'), 0.007429420505200594)
(('cafe', 'rescue_station'), 0.0071154898741105635)
(('cafe', 'scooter_rental'), 0.0071154898741105635)
(('doctors', 'smoking_area'), 0.0070921985815602835)
(('doctors', 'study'), 0.0070921985815602835)
(('doctors', 'clothes_dryer'), 0.0070921985815602835)
(('doctors', 'office'), 0.0070921985815602835)
(('scooter_rental', 'doctors'), 0.0070921985815602835)
(('doctors', 'ticket_validator'), 0.0070921985815602835)
(('device_charging_station', 'doctors'), 0.0070921985815602835)
(('doctors', 'motorcycle_parking'), 0.0070921985815602835)
(('doctors', 'internet_cafe'), 0.0070921985815602835)
(('doctors', 'kick-scooter_rental'), 0.0070921985815602835)
(('photo_lab', 'doctors'), 0.0070921985815602835)
(('register_office', 'doctors'), 0.0070921985815602835)
(('doctors', 'grit_bin'), 0.0070921985815602835)
(('doctors', 'club'), 0.0070921985815602835)
(('doctors', 'public_building'), 0.0070921985815602835)
(('doctors', 'townhall'), 0.0070921985815602835)
(('parking', 'parking_space'), 0.007078254030672434)
(('bench', 'motorcycle_parking'), 0.007053542802180186)
(('bank', 'photo_booth'), 0.006903353057199211)
(('brothel', 'bank'), 0.006903353057199211)
(('wifi', 'bank'), 0.006903353057199211)
(('bank', 'musical_school'), 0.006903353057199211)
(('car_rental', 'fuel'), 0.006896551724137931)
(('embassy', 'taxi'), 0.006896551724137931)
(('yacht_club', 'embassy'), 0.006896551724137931)
(('action_house', 'embassy'), 0.006896551724137931)
(('stripclub', 'fuel'), 0.006896551724137931)
(('fuel', 'townhall'), 0.006896551724137931)
(('drinking_water', 'embassy'), 0.006896551724137931)
(('wifi', 'embassy'), 0.006896551724137931)
(('ice_cream', 'embassy'), 0.006896551724137931)
(('ferry_terminal', 'fuel'), 0.006896551724137931)
(('fuel', 'love_hotel'), 0.006896551724137931)
(('device_charging_station', 'embassy'), 0.006896551724137931)
(('embassy', 'public_bookcase'), 0.006896551724137931)
(('boat_rental', 'fuel'), 0.006896551724137931)
(('fuel', 'smoking_area'), 0.006896551724137931)
(('fuel', 'device_charging_station'), 0.006896551724137931)
(('fuel', 'vehicle_inspection'), 0.006896551724137931)
(('fuel', 'monastery'), 0.006896551724137931)
(('coworking_space', 'fuel'), 0.006896551724137931)
(('fuel', 'waste_transfer_station'), 0.006896551724137931)
(('events_venue', 'fuel'), 0.006896551724137931)
(('pet', 'fuel'), 0.006896551724137931)
(('charging_station', 'fuel'), 0.006896551724137931)
(('fuel', 'studio'), 0.006896551724137931)
(('public_building', 'fuel'), 0.006896551724137931)
(('fuel', 'drinking_water'), 0.006896551724137931)
(('public_building', 'embassy'), 0.006896551724137931)
(('fuel', 'security_booth'), 0.006896551724137931)
(('pharmacy', 'clothes_dryer'), 0.00683371298405467)
(('pharmacy', 'arts_school'), 0.00683371298405467)
(('restaurant', 'photo_booth'), 0.006790123456790123)
(('bench', 'clothes_dryer'), 0.006732927220262905)
(('bicycle_rental', 'grit_bin'), 0.006666666666666667)
(('bicycle_rental', 'smoking_area'), 0.006666666666666667)
(('bicycle_rental', 'clothes_dryer'), 0.006666666666666667)
(('bicycle_rental', 'office'), 0.006666666666666667)
(('bicycle_rental', 'outpost'), 0.006666666666666667)
(('bicycle_rental', 'translator'), 0.006666666666666667)
(('bicycle_rental', 'compressed_air'), 0.006666666666666667)
(('bicycle_rental', 'mortuary'), 0.006666666666666667)
(('bicycle_rental', 'love_hotel'), 0.006666666666666667)
(('bicycle_rental', 'kids_area'), 0.006666666666666667)
(('bicycle_rental', 'public_building'), 0.006666666666666667)
(('waste_disposal', 'internet_cafe'), 0.006647673314339981)
(('photo_booth', 'waste_basket'), 0.006595218466611707)
(('piano', 'waste_basket'), 0.006595218466611707)
(('waste_basket', 'sauna'), 0.006595218466611707)
(('waste_basket', 'sanatorium'), 0.006595218466611707)
(('register_office', 'cafe'), 0.006568144499178982)
(('cafe', 'lockers'), 0.006568144499178982)
(('bar', 'ferry_terminal'), 0.006557377049180328)
(('bar', 'dancing_school'), 0.006557377049180328)
(('bar', 'office'), 0.006557377049180328)
(('post_office', 'clothes_dryer'), 0.0064516129032258064)
(('dancing_school', 'post_office'), 0.0064516129032258064)
(('post_office', 'photo_booth'), 0.0064516129032258064)
(('post_office', 'yacht_club'), 0.0064516129032258064)
(('smoking_area', 'post_office'), 0.0064516129032258064)
(('outpost', 'post_office'), 0.0064516129032258064)
(('post_office', 'security_booth'), 0.0064516129032258064)
(('post_office', 'prison'), 0.0064516129032258064)
(('drinking_water', 'post_office'), 0.0064516129032258064)
(('animal_boarding', 'post_office'), 0.0064516129032258064)
(('love_hotel', 'post_office'), 0.0064516129032258064)
(('post_office', 'monastery'), 0.0064516129032258064)
(('post_office', 'money_transfer'), 0.0064516129032258064)
(('post_office', 'arts_school'), 0.0064516129032258064)
(('vending_machine', 'security_booth'), 0.006417112299465241)
(('vending_machine', 'money_transfer'), 0.006417112299465241)
(('vending_machine', 'public_bookcase'), 0.006417112299465241)
(('fast_food', 'planetarium'), 0.006369426751592357)
(('musical_school', 'fast_food'), 0.006369426751592357)
(('fast_food', 'photo_lab'), 0.006369426751592357)
(('piano', 'fast_food'), 0.006369426751592357)
(('gym', 'school'), 0.006329113924050633)
(('food_court', 'school'), 0.006329113924050633)
(('school', 'security_booth'), 0.006329113924050633)
(('device_charging_station', 'school'), 0.006329113924050633)
(('ferry_terminal', 'parking'), 0.006291781360597719)
(('parking', 'security_booth'), 0.006291781360597719)
(('restaurant', 'vehicle_inspection'), 0.006172839506172839)
(('restaurant', 'wifi'), 0.006172839506172839)
(('restaurant', 'photo_lab'), 0.006172839506172839)
(('ticket_validator', 'bench'), 0.006091696056428343)
(('bench', 'photo_lab'), 0.006091696056428343)
(('theatre', 'grit_bin'), 0.006024096385542169)
(('childcare', 'theatre'), 0.006024096385542169)
(('theatre', 'marketplace'), 0.006024096385542169)
(('photo_booth', 'theatre'), 0.006024096385542169)
(('wifi', 'theatre'), 0.006024096385542169)
(('kick-scooter_rental', 'theatre'), 0.006024096385542169)
(('theatre', 'clothes_dryer'), 0.006024096385542169)
(('theatre', 'townhall'), 0.006024096385542169)
(('kids_area', 'theatre'), 0.006024096385542169)
(('parking_space', 'theatre'), 0.006024096385542169)
(('theatre', 'smoking_area'), 0.006024096385542169)
(('cafe', 'action_house'), 0.0060207991242474)
(('vehicle_inspection', 'clinic'), 0.005988023952095809)
(('drinking_water', 'clinic'), 0.005988023952095809)
(('bicycle_parking', 'brothel'), 0.005988023952095809)
(('bicycle_parking', 'publisher'), 0.005988023952095809)
(('bicycle_parking', 'outpost'), 0.005988023952095809)
(('bicycle_parking', 'register_office'), 0.005988023952095809)
(('clinic', 'photo_booth'), 0.005988023952095809)
(('wifi', 'bicycle_parking'), 0.005988023952095809)
(('clinic', 'club'), 0.005988023952095809)
(('device_charging_station', 'kindergarten'), 0.005964214711729622)
(('brothel', 'kindergarten'), 0.005964214711729622)
(('atm', 'motorcycle_parking'), 0.005943536404160475)
(('atm', 'ferry_terminal'), 0.005943536404160475)
(('atm', 'action_house'), 0.005943536404160475)
(('atm', 'sauna'), 0.005943536404160475)
(('bank', 'money_transfer'), 0.005917159763313609)
(('parking', 'motorcycle_parking'), 0.005898545025560362)
(('vehicle_inspection', 'dentist'), 0.0058823529411764705)
(('dentist', 'office'), 0.0058823529411764705)
(('dentist', 'translator'), 0.0058823529411764705)
(('dentist', 'shower'), 0.0058823529411764705)
(('dentist', 'prison'), 0.0058823529411764705)
(('dentist', 'photo_booth'), 0.0058823529411764705)
(('wifi', 'dentist'), 0.0058823529411764705)
(('dentist', 'brothel'), 0.0058823529411764705)
(('bench', 'water_point'), 0.005771080474511061)
(('vehicle_inspection', 'waste_basket'), 0.005770816158285243)
(('waste_disposal', 'register_office'), 0.005698005698005698)
(('coworking_space', 'waste_disposal'), 0.005698005698005698)
(('waste_disposal', 'money_transfer'), 0.005698005698005698)
(('waste_disposal', 'motorcycle_parking'), 0.005698005698005698)
(('pharmacy', 'shower'), 0.0056947608200455585)
(('pharmacy', 'outpost'), 0.0056947608200455585)
(('pharmacy', 'ticket_validator'), 0.0056947608200455585)
(('pharmacy', 'photo_booth'), 0.0056947608200455585)
(('pharmacy', 'wifi'), 0.0056947608200455585)
(('pharmacy', 'rescue_station'), 0.0056947608200455585)
(('shower', 'restaurant'), 0.005555555555555556)
(('restaurant', 'official'), 0.005555555555555556)
(('parking_entrance', 'action_house'), 0.0055248618784530384)
(('parking_entrance', 'publisher'), 0.0055248618784530384)
(('parking_entrance', 'outpost'), 0.0055248618784530384)
(('parking_entrance', 'translator'), 0.0055248618784530384)
(('parking_entrance', 'culture_center'), 0.0055248618784530384)
(('parking_entrance', 'public_building'), 0.0055248618784530384)
(('parking_entrance', 'clothes_dryer'), 0.0055248618784530384)
(('parking_entrance', 'piano'), 0.0055248618784530384)
(('parking', 'sauna'), 0.005505308690523005)
(('parking', 'kick-scooter_rental'), 0.005505308690523005)
(('internet_cafe', 'place_of_worship'), 0.005479452054794521)
(('kick-scooter_rental', 'place_of_worship'), 0.005479452054794521)
(('customs', 'place_of_worship'), 0.005479452054794521)
(('driving_school', 'place_of_worship'), 0.005479452054794521)
(('place_of_worship', 'publisher'), 0.005479452054794521)
(('vending_machine', 'register_office'), 0.0053475935828877)
(('vending_machine', 'yacht_club'), 0.0053475935828877)
(('vending_machine', 'action_house'), 0.0053475935828877)
(('vending_machine', 'photo_lab'), 0.0053475935828877)
(('vending_machine', 'lockers'), 0.0053475935828877)
(('fast_food', 'shower'), 0.005307855626326964)
(('fast_food', 'vehicle_inspection'), 0.005307855626326964)
(('fast_food', 'parking_space'), 0.005307855626326964)
(('fast_food', 'kids_area'), 0.005307855626326964)
(('fast_food', 'arts_school'), 0.005307855626326964)
(('grit_bin', 'toilets'), 0.005128205128205128)
(('toilets', 'gallery'), 0.005128205128205128)
(('toilets', 'yacht_club'), 0.005128205128205128)
(('toilets', 'outpost'), 0.005128205128205128)
(('toilets', 'translator'), 0.005128205128205128)
(('toilets', 'love_hotel'), 0.005128205128205128)
(('toilets', 'lockers'), 0.005128205128205128)
(('toilets', 'exhibition_center'), 0.005128205128205128)
(('parking', 'public_building'), 0.005112072355485647)
(('fountain', 'feeding_place'), 0.0049504950495049506)
(('ferry_terminal', 'fountain'), 0.0049504950495049506)
(('shower', 'fountain'), 0.0049504950495049506)
(('love_hotel', 'fountain'), 0.0049504950495049506)
(('photo_booth', 'fountain'), 0.0049504950495049506)
(('planetarium', 'fountain'), 0.0049504950495049506)
(('fountain', 'car_rental'), 0.0049504950495049506)
(('internet_cafe', 'fountain'), 0.0049504950495049506)
(('official', 'fountain'), 0.0049504950495049506)
(('fountain', 'parking_space'), 0.0049504950495049506)
(('fountain', 'culture_center'), 0.0049504950495049506)
(('photo_lab', 'fountain'), 0.0049504950495049506)
(('fountain', 'public_bookcase'), 0.0049504950495049506)
(('fountain', 'kids_area'), 0.0049504950495049506)
(('fountain', 'register_office'), 0.0049504950495049506)
(('fountain', 'musical_school'), 0.0049504950495049506)
(('fountain', 'events_venue'), 0.0049504950495049506)
(('fountain', 'pet'), 0.0049504950495049506)
(('waste_basket', 'publisher'), 0.00494641384995878)
(('waste_basket', 'motorcycle_parking'), 0.00494641384995878)
(('cafe', 'wifi'), 0.0049261083743842365)
(('ferry_terminal', 'bench'), 0.0048092337287592175)
(('bench', 'dormitory'), 0.0048092337287592175)
(('parking', 'internet_cafe'), 0.0047188360204482895)
(('pharmacy', 'musical_school'), 0.004555808656036446)
(('pharmacy', 'photo_lab'), 0.004555808656036446)
(('pharmacy', 'dormitory'), 0.004555808656036446)
(('bicycle_parking', 'study'), 0.004491017964071856)
(('bicycle_parking', 'motorcycle_parking'), 0.004491017964071856)
(('car_wash', 'gym'), 0.004484304932735426)
(('water_point', 'car_wash'), 0.004484304932735426)
(('car_wash', 'study'), 0.004484304932735426)
(('car_wash', 'vehicle_inspection'), 0.004484304932735426)
(('car_wash', 'gallery'), 0.004484304932735426)
(('car_wash', 'townhall'), 0.004484304932735426)
(('car_wash', 'prison'), 0.004484304932735426)
(('car_sharing', 'car_wash'), 0.004484304932735426)
(('love_hotel', 'car_wash'), 0.004484304932735426)
(('photo_lab', 'car_wash'), 0.004484304932735426)
(('kick-scooter_rental', 'car_wash'), 0.004484304932735426)
(('car_wash', 'motorcycle_parking'), 0.004484304932735426)
(('car_wash', 'sauna'), 0.004484304932735426)
(('food_court', 'car_wash'), 0.004484304932735426)
(('car_wash', 'waste_transfer_station'), 0.004484304932735426)
(('atm', 'money_transfer'), 0.004457652303120356)
(('atm', 'security_booth'), 0.004457652303120356)
(('atm', 'planetarium'), 0.004457652303120356)
(('brothel', 'atm'), 0.004457652303120356)
(('atm', 'parking_space'), 0.004457652303120356)
(('atm', 'official'), 0.004457652303120356)
(('atm', 'rescue_station'), 0.004457652303120356)
(('atm', 'clothes_dryer'), 0.004457652303120356)
(('cafe', 'yacht_club'), 0.004378762999452655)
(('photo_booth', 'parking'), 0.004325599685410932)
(('restaurant', 'clothes_dryer'), 0.004320987654320987)
(('restaurant', 'boat_rental'), 0.004320987654320987)
(('vending_machine', 'motorcycle_parking'), 0.0042780748663101605)
(('vending_machine', 'clothes_dryer'), 0.0042780748663101605)
(('vending_machine', 'photo_booth'), 0.0042780748663101605)
(('vending_machine', 'mortuary'), 0.0042780748663101605)
(('vending_machine', 'parking_space'), 0.0042780748663101605)
(('vending_machine', 'rescue_station'), 0.0042780748663101605)
(('smoking_area', 'school'), 0.004219409282700422)
(('coworking_space', 'school'), 0.004219409282700422)
(('office', 'school'), 0.004219409282700422)
(('official', 'school'), 0.004219409282700422)
(('public_bookcase', 'school'), 0.004219409282700422)
(('school', 'dormitory'), 0.004219409282700422)
(('public_bath', 'school'), 0.004219409282700422)
(('rescue_station', 'waste_basket'), 0.004122011541632316)
(('gym', 'university'), 0.004098360655737705)
(('university', 'vehicle_inspection'), 0.004098360655737705)
(('brothel', 'university'), 0.004098360655737705)
(('ferry_terminal', 'university'), 0.004098360655737705)
(('ticket_validator', 'university'), 0.004098360655737705)
(('wifi', 'university'), 0.004098360655737705)
(('musical_school', 'university'), 0.004098360655737705)
(('official', 'university'), 0.004098360655737705)
(('university', 'public_bath'), 0.004098360655737705)
(('kids_area', 'university'), 0.004098360655737705)
(('business_incubator', 'university'), 0.004098360655737705)
(('university', 'parking_space'), 0.004098360655737705)
(('register_office', 'university'), 0.004098360655737705)
(('university', 'marketplace'), 0.004098360655737705)
(('dancing_school', 'pub'), 0.004048582995951417)
(('pub', 'vehicle_inspection'), 0.004048582995951417)
(('pub', 'planetarium'), 0.004048582995951417)
(('pub', 'publisher'), 0.004048582995951417)
(('pub', 'prison'), 0.004048582995951417)
(('compressed_air', 'pub'), 0.004048582995951417)
(('pub', 'public_building'), 0.004048582995951417)
(('pub', 'mortuary'), 0.004048582995951417)
(('pub', 'nursing_home'), 0.004048582995951417)
(('kids_area', 'pub'), 0.004048582995951417)
(('pub', 'money_transfer'), 0.004048582995951417)
(('pub', 'motorcycle_parking'), 0.004048582995951417)
(('pub', 'arts_school'), 0.004048582995951417)
(('pub', 'dormitory'), 0.004048582995951417)
(('clinic', 'research_institute'), 0.003992015968063872)
(('outpost', 'clinic'), 0.003992015968063872)
(('clinic', 'mortuary'), 0.003992015968063872)
(('clinic', 'musical_school'), 0.003992015968063872)
(('clinic', 'parking_space'), 0.003992015968063872)
(('gym', 'kindergarten'), 0.003976143141153081)
(('kindergarten', 'ferry_terminal'), 0.003976143141153081)
(('kindergarten', 'grit_bin'), 0.003976143141153081)
(('kindergarten', 'clothes_dryer'), 0.003976143141153081)
(('vehicle_inspection', 'kindergarten'), 0.003976143141153081)
(('car_rental', 'kindergarten'), 0.003976143141153081)
(('office', 'kindergarten'), 0.003976143141153081)
(('food_court', 'kindergarten'), 0.003976143141153081)
(('kindergarten', 'dormitory'), 0.003976143141153081)
(('mortuary', 'kindergarten'), 0.003976143141153081)
(('bank', 'outpost'), 0.0039447731755424065)
(('parking', 'clothes_dryer'), 0.003932363350373574)
(('car_rental', 'bench'), 0.0038473869830073742)
(('cafe', 'shower'), 0.0038314176245210726)
(('cafe', 'motorcycle_parking'), 0.0038314176245210726)
(('cafe', 'outpost'), 0.0038314176245210726)
(('cafe', 'official'), 0.0038314176245210726)
(('waste_disposal', 'office'), 0.003798670465337132)
(('restaurant', 'grit_bin'), 0.003703703703703704)
(('brothel', 'restaurant'), 0.003703703703703704)
(('restaurant', 'musical_school'), 0.003703703703703704)
(('vehicle_inspection', 'parking'), 0.003539127015336217)
(('translator', 'parking'), 0.003539127015336217)
(('wifi', 'parking'), 0.003539127015336217)
(('car_sharing', 'parking'), 0.003539127015336217)
(('parking', 'rescue_station'), 0.003539127015336217)
(('bench', 'car_sharing'), 0.003526771401090093)
(('bench', 'nursing_home'), 0.003526771401090093)
(('bench', 'sauna'), 0.003526771401090093)
(('bench', 'sanatorium'), 0.003526771401090093)
(('ferry_terminal', 'pharmacy'), 0.003416856492027335)
(('vehicle_inspection', 'pharmacy'), 0.003416856492027335)
(('pharmacy', 'translator'), 0.003416856492027335)
(('pharmacy', 'prison'), 0.003416856492027335)
(('pharmacy', 'car_sharing'), 0.003416856492027335)
(('pharmacy', 'parking_space'), 0.003416856492027335)
(('feeding_place', 'bicycle_rental'), 0.0033333333333333335)
(('study', 'bicycle_rental'), 0.0033333333333333335)
(('bicycle_rental', 'security_booth'), 0.0033333333333333335)
(('bicycle_rental', 'vehicle_inspection'), 0.0033333333333333335)
(('planetarium', 'bicycle_rental'), 0.0033333333333333335)
(('bicycle_rental', 'yacht_club'), 0.0033333333333333335)
(('action_house', 'bicycle_rental'), 0.0033333333333333335)
(('bicycle_rental', 'publisher'), 0.0033333333333333335)
(('ticket_validator', 'bicycle_rental'), 0.0033333333333333335)
(('bicycle_rental', 'register_office'), 0.0033333333333333335)
(('bicycle_rental', 'official'), 0.0033333333333333335)
(('bicycle_rental', 'rescue_station'), 0.0033333333333333335)
(('bicycle_rental', 'photo_lab'), 0.0033333333333333335)
(('bicycle_rental', 'public_bookcase'), 0.0033333333333333335)
(('customs', 'bicycle_rental'), 0.0033333333333333335)
(('bicycle_rental', 'nursing_home'), 0.0033333333333333335)
(('bicycle_rental', 'lockers'), 0.0033333333333333335)
(('bicycle_rental', 'money_transfer'), 0.0033333333333333335)
(('bicycle_rental', 'waste_transfer_station'), 0.0033333333333333335)
(('bicycle_rental', 'exhibition_center'), 0.0033333333333333335)
(('waste_basket', 'prison'), 0.0032976092333058533)
(('cafe', 'security_booth'), 0.003284072249589491)
(('cafe', 'vehicle_inspection'), 0.003284072249589491)
(('cafe', 'boat_rental'), 0.003284072249589491)
(('cafe', 'planetarium'), 0.003284072249589491)
(('cafe', 'translator'), 0.003284072249589491)
(('cafe', 'car_sharing'), 0.003284072249589491)
(('cafe', 'kids_area'), 0.003284072249589491)
(('bar', 'study'), 0.003278688524590164)
(('bar', 'security_booth'), 0.003278688524590164)
(('bar', 'publisher'), 0.003278688524590164)
(('ticket_validator', 'bar'), 0.003278688524590164)
(('car_rental', 'bar'), 0.003278688524590164)
(('bar', 'wifi'), 0.003278688524590164)
(('musical_school', 'bar'), 0.003278688524590164)
(('bar', 'parking_space'), 0.003278688524590164)
(('bar', 'official'), 0.003278688524590164)
(('customs', 'bar'), 0.003278688524590164)
(('register_office', 'bar'), 0.003278688524590164)
(('bar', 'mortuary'), 0.003278688524590164)
(('bar', 'arts_school'), 0.003278688524590164)
(('bar', 'dormitory'), 0.003278688524590164)
(('boat_rental', 'bar'), 0.003278688524590164)
(('vending_machine', 'shower'), 0.0032085561497326204)
(('vending_machine', 'grit_bin'), 0.0032085561497326204)
(('vehicle_inspection', 'vending_machine'), 0.0032085561497326204)
(('vending_machine', 'planetarium'), 0.0032085561497326204)
(('vending_machine', 'outpost'), 0.0032085561497326204)
(('vending_machine', 'car_sharing'), 0.0032085561497326204)
(('vending_machine', 'wifi'), 0.0032085561497326204)
(('internet_cafe', 'vending_machine'), 0.0032085561497326204)
(('vending_machine', 'musical_school'), 0.0032085561497326204)
(('vending_machine', 'arts_school'), 0.0032085561497326204)
(('fast_food', 'boat_rental'), 0.0031847133757961785)
(('fast_food', 'office'), 0.0031847133757961785)
(('fast_food', 'prison'), 0.0031847133757961785)
(('compressed_air', 'fast_food'), 0.0031847133757961785)
(('fast_food', 'public_building'), 0.0031847133757961785)
(('fast_food', 'dormitory'), 0.0031847133757961785)
(('shower', 'parking'), 0.0031458906802988595)
(('parking', 'waste_transfer_station'), 0.0031458906802988595)
(('exhibition_center', 'parking'), 0.0031458906802988595)
(('restaurant', 'money_transfer'), 0.0030864197530864196)
(('restaurant', 'action_house'), 0.0030864197530864196)
(('ticket_validator', 'restaurant'), 0.0030864197530864196)
(('bicycle_parking', 'dressing_room'), 0.0029940119760479044)
(('bicycle_parking', 'feeding_place'), 0.0029940119760479044)
(('bicycle_parking', 'gym'), 0.0029940119760479044)
(('bicycle_parking', 'clothes_dryer'), 0.0029940119760479044)
(('bicycle_parking', 'office'), 0.0029940119760479044)
(('action_house', 'bicycle_parking'), 0.0029940119760479044)
(('bicycle_parking', 'scooter_rental'), 0.0029940119760479044)
(('bicycle_parking', 'sauna'), 0.0029940119760479044)
(('bicycle_parking', 'exhibition_center'), 0.0029940119760479044)
(('atm', 'exhibition_center'), 0.0029717682020802376)
(('atm', 'register_office'), 0.0029717682020802376)
(('atm', 'wifi'), 0.0029717682020802376)
(('atm', 'photo_lab'), 0.0029717682020802376)
