Duration: 950 s  
Number of collocations: 3582 
(('feeding_place', 'feeding_place'), 1)
(('pharmacy', 'cinema'), 0.09453302961275627)
(('recycling', 'fast_food'), 0.09447983014861996)
(('fast_food', 'ice_cream'), 0.09447983014861996)
(('food_court', 'cinema'), 0.09433962264150944)
(('cinema', 'arts_centre'), 0.09433962264150944)
(('ice_cream', 'cinema'), 0.09433962264150944)
(('community_centre', 'university'), 0.0942622950819672)
(('vending_machine', 'college'), 0.09411764705882353)
(('bicycle_rental', 'community_centre'), 0.09333333333333334)
(('shelter', 'pub'), 0.0931174089068826)
(('pub', 'recycling'), 0.0931174089068826)
(('waste_disposal', 'college'), 0.09306742640075974)
(('police', 'hospital'), 0.09302325581395349)
(('police', 'language_school'), 0.09302325581395349)
(('bench', 'hookah_lounge'), 0.09297851875601154)
(('bicycle_parking', 'charging_station'), 0.09281437125748503)
(('community_centre', 'bench'), 0.09233728759217698)
(('doctors', 'shelter'), 0.09219858156028368)
(('cinema', 'bank'), 0.09171597633136094)
(('kindergarten', 'shelter'), 0.09145129224652088)
(('bench', 'drinking_water'), 0.09105482526450785)
(('recycling', 'clock'), 0.09090909090909091)
(('cinema', 'recycling'), 0.09090909090909091)
(('hookah_lounge', 'recycling'), 0.09090909090909091)
(('charging_station', 'townhall'), 0.09090909090909091)
(('stripclub', 'stripclub'), 0.09090909090909091)
(('coworking_space', 'townhall'), 0.09090909090909091)
(('recycling', 'veterinary'), 0.09090909090909091)
(('driving_school', 'motorcycle_parking'), 0.09090909090909091)
(('studio', 'office'), 0.09090909090909091)
(('townhall', 'mortuary'), 0.09090909090909091)
(('waste_basket', 'recycling'), 0.09068425391591096)
(('post_box', 'place_of_worship'), 0.09041095890410959)
(('courthouse', 'theatre'), 0.09036144578313253)
(('embassy', 'post_office'), 0.09032258064516129)
(('post_office', 'community_centre'), 0.09032258064516129)
(('post_office', 'nightclub'), 0.09032258064516129)
(('library', 'post_box'), 0.09022556390977443)
(('charging_station', 'restaurant'), 0.09012345679012346)
(('shelter', 'bicycle_rental'), 0.09)
(('pharmacy', 'community_centre'), 0.08997722095671981)
(('pharmacy', 'nightclub'), 0.08997722095671981)
(('bench', 'hospital'), 0.08945174735492145)
(('atm', 'recycling'), 0.08915304606240713)
(('waste_basket', 'clock'), 0.08903544929925804)
(('veterinary', 'childcare'), 0.08888888888888889)
(('veterinary', 'veterinary'), 0.08888888888888889)
(('recycling', 'cafe'), 0.08866995073891626)
(('bureau_de_change', 'hospital'), 0.08849557522123894)
(('embassy', 'hospital'), 0.08849557522123894)
(('parking_entrance', 'stripclub'), 0.08839779005524862)
(('cafe', 'shelter'), 0.08812260536398467)
(('telephone', 'hookah_lounge'), 0.08771929824561403)
(('charging_station', 'nightclub'), 0.08771929824561403)
(('post_box', 'parking'), 0.08769170271333071)
(('place_of_worship', 'recycling'), 0.08767123287671233)
(('waste_basket', 'fuel'), 0.08738664468260511)
(('training', 'toilets'), 0.08717948717948718)
(('bench', 'payment_terminal'), 0.0868868226995832)
(('bicycle_rental', 'college'), 0.08666666666666667)
(('payment_terminal', 'shower'), 0.08620689655172414)
(('payment_terminal', 'outpost'), 0.08620689655172414)
(('payment_terminal', 'taxi'), 0.08620689655172414)
(('payment_terminal', 'hookah_lounge'), 0.08620689655172414)
(('atm', 'fuel'), 0.0861812778603269)
(('shelter', 'atm'), 0.0861812778603269)
(('bureau_de_change', 'arts_centre'), 0.08602150537634409)
(('clinic', 'courthouse'), 0.08582834331337326)
(('shelter', 'parking'), 0.08572552103814393)
(('bureau_de_change', 'kindergarten'), 0.08548707753479125)
(('dentist', 'social_facility'), 0.08529411764705883)
(('dentist', 'arts_centre'), 0.08529411764705883)
(('police', 'fire_station'), 0.08527131782945736)
(('embassy', 'police'), 0.08527131782945736)
(('police', 'courthouse'), 0.08527131782945736)
(('post_box', 'recycling'), 0.0851063829787234)
(('payment_terminal', 'post_box'), 0.0851063829787234)
(('post_box', 'cinema'), 0.0851063829787234)
(('post_box', 'hookah_lounge'), 0.0851063829787234)
(('doctors', 'language_school'), 0.0851063829787234)
(('childcare', 'doctors'), 0.0851063829787234)
(('stripclub', 'pub'), 0.08502024291497975)
(('embassy', 'fast_food'), 0.08492569002123142)
(('clock', 'atm'), 0.08469539375928678)
(('college', 'toilets'), 0.08461538461538462)
(('fountain', 'arts_centre'), 0.08415841584158416)
(('shelter', 'social_facility'), 0.08403361344537816)
(('shelter', 'lockers'), 0.08403361344537816)
(('bench', 'cinema'), 0.08400128246232767)
(('post_office', 'cinema'), 0.08387096774193549)
(('arts_centre', 'post_office'), 0.08387096774193549)
(('recycling', 'college'), 0.08333333333333333)
(('atm', 'hospital'), 0.08320950965824665)
(('cafe', 'hospital'), 0.08319649698960044)
(('parking_entrance', 'cinema'), 0.08287292817679558)
(('fast_food', 'arts_centre'), 0.08280254777070063)
(('fuel', 'college'), 0.08275862068965517)
(('library', 'veterinary'), 0.08270676691729323)
(('library', 'payment_terminal'), 0.08270676691729323)
(('shelter', 'library'), 0.08270676691729323)
(('waste_basket', 'cinema'), 0.08244023083264633)
(('restaurant', 'hospital'), 0.08209876543209876)
(('ice_cream', 'toilets'), 0.08205128205128205)
(('bar', 'language_school'), 0.08196721311475409)
(('clinic', 'arts_centre'), 0.08183632734530938)
(('recycling', 'waste_disposal'), 0.08167141500474834)
(('kindergarten', 'college'), 0.08151093439363817)
(('bench', 'ice_cream'), 0.08143635780698942)
(('fire_station', 'music_school'), 0.08108108108108109)
(('recycling', 'bank'), 0.08086785009861933)
(('language_school', 'bicycle_parking'), 0.08083832335329341)
(('car_wash', 'theatre'), 0.08071748878923767)
(('embassy', 'parking'), 0.08022021234762092)
(('payment_terminal', 'bicycle_rental'), 0.08)
(('driving_school', 'language_school'), 0.08)
(('language_school', 'stripclub'), 0.08)
(('device_charging_station', 'language_school'), 0.08)
(('language_school', 'taxi'), 0.08)
(('fast_food', 'taxi'), 0.07961783439490445)
(('fast_food', 'food_court'), 0.07961783439490445)
(('bench', 'clock'), 0.07951266431548573)
(('hookah_lounge', 'charging_station'), 0.07936507936507936)
(('clock', 'fountain'), 0.07920792079207921)
(('community_centre', 'fountain'), 0.07920792079207921)
(('fountain', 'training'), 0.07920792079207921)
(('public_service', 'training'), 0.07920792079207921)
(('training', 'social_facility'), 0.07920792079207921)
(('training', 'charging_station'), 0.07920792079207921)
(('training', 'public_building'), 0.07920792079207921)
(('vending_machine', 'arts_centre'), 0.07914438502673797)
(('restaurant', 'recycling'), 0.07901234567901234)
(('marketplace', 'clock'), 0.07894736842105263)
(('veterinary', 'telephone'), 0.07894736842105263)
(('charging_station', 'telephone'), 0.07894736842105263)
(('food_court', 'clock'), 0.07894736842105263)
(('waste_disposal', 'social_facility'), 0.0788224121557455)
(('bar', 'recycling'), 0.07868852459016394)
(('community_centre', 'fast_food'), 0.07855626326963906)
(('payment_terminal', 'theatre'), 0.0783132530120482)
(('veterinary', 'theatre'), 0.0783132530120482)
(('doctors', 'recycling'), 0.07801418439716312)
(('nightclub', 'university'), 0.0778688524590164)
(('payment_terminal', 'clinic'), 0.07784431137724551)
(('clinic', 'social_facility'), 0.07784431137724551)
(('restaurant', 'food_court'), 0.07777777777777778)
(('cafe', 'stripclub'), 0.07772304324028462)
(('kindergarten', 'telephone'), 0.0775347912524851)
(('clock', 'police'), 0.07751937984496124)
(('police', 'shelter'), 0.07751937984496124)
(('police', 'nightclub'), 0.07751937984496124)
(('fast_food', 'fuel'), 0.07749469214437367)
(('waste_basket', 'college'), 0.07749381698268755)
(('pharmacy', 'clock'), 0.0774487471526196)
(('fuel', 'post_office'), 0.07741935483870968)
(('payment_terminal', 'post_office'), 0.07741935483870968)
(('parking_entrance', 'fire_station'), 0.07734806629834254)
(('parking_entrance', 'childcare'), 0.07734806629834254)
(('parking_entrance', 'social_facility'), 0.07734806629834254)
(('restaurant', 'payment_terminal'), 0.07716049382716049)
(('toilets', 'library'), 0.07692307692307693)
(('toilets', 'device_charging_station'), 0.07692307692307693)
(('clock', 'toilets'), 0.07692307692307693)
(('shower', 'device_charging_station'), 0.07692307692307693)
(('device_charging_station', 'boat_rental'), 0.07692307692307693)
(('pub', 'courthouse'), 0.07692307692307693)
(('language_school', 'music_school'), 0.07692307692307693)
(('pub', 'food_court'), 0.07692307692307693)
(('action_house', 'music_school'), 0.07692307692307693)
(('music_school', 'townhall'), 0.07692307692307693)
(('musical_school', 'music_school'), 0.07692307692307693)
(('device_charging_station', 'rescue_station'), 0.07692307692307693)
(('money_transfer', 'device_charging_station'), 0.07692307692307693)
(('music_school', 'music_school'), 0.07692307692307693)
(('fuel', 'place_of_worship'), 0.07671232876712329)
(('bicycle_rental', 'recycling'), 0.07666666666666666)
(('dentist', 'courthouse'), 0.07647058823529412)
(('stripclub', 'dentist'), 0.07647058823529412)
(('bicycle_parking', 'hospital'), 0.07634730538922156)
(('car_wash', 'post_office'), 0.07623318385650224)
(('waste_disposal', 'nightclub'), 0.07597340930674264)
(('community_centre', 'school'), 0.0759493670886076)
(('nightclub', 'vending_machine'), 0.07593582887700535)
(('embassy', 'brothel'), 0.07586206896551724)
(('recycling', 'social_facility'), 0.07575757575757576)
(('bench', 'arts_centre'), 0.07566527733247835)
(('shelter', 'clock'), 0.07563025210084033)
(('social_facility', 'kindergarten'), 0.07554671968190854)
(('bar', 'clock'), 0.07540983606557378)
(('bar', 'fire_station'), 0.07540983606557378)
(('fast_food', 'college'), 0.07537154989384288)
(('device_charging_station', 'bureau_de_change'), 0.07526881720430108)
(('stripclub', 'bureau_de_change'), 0.07526881720430108)
(('bicycle_parking', 'shelter'), 0.0748502994011976)
(('recycling', 'community_centre'), 0.07462686567164178)
(('community_centre', 'fire_station'), 0.07462686567164178)
(('nightclub', 'community_centre'), 0.07462686567164178)
(('parking_entrance', 'recycling'), 0.07458563535911603)
(('post_box', 'embassy'), 0.07446808510638298)
(('arts_centre', 'post_box'), 0.07446808510638298)
(('recycling', 'toilets'), 0.07435897435897436)
(('embassy', 'toilets'), 0.07435897435897436)
(('post_box', 'fountain'), 0.07425742574257425)
(('fountain', 'hospital'), 0.07425742574257425)
(('waste_basket', 'hookah_lounge'), 0.0741962077493817)
(('waste_disposal', 'language_school'), 0.07407407407407407)
(('charging_station', 'place_of_worship'), 0.07397260273972603)
(('school', 'recycling'), 0.07383966244725738)
(('payment_terminal', 'university'), 0.07377049180327869)
(('university', 'shelter'), 0.07377049180327869)
(('cinema', 'university'), 0.07377049180327869)
(('embassy', 'kindergarten'), 0.073558648111332)
(('recycling', 'bench'), 0.07342096825905739)
(('clock', 'cafe'), 0.07334428024083196)
(('atm', 'community_centre'), 0.07280832095096583)
(('atm', 'taxi'), 0.07280832095096583)
(('cafe', 'food_court'), 0.0722495894909688)
(('public_service', 'fast_food'), 0.07218683651804671)
(('waste_disposal', 'courthouse'), 0.0721747388414055)
(('clinic', 'charging_station'), 0.0718562874251497)
(('fuel', 'parking_entrance'), 0.0718232044198895)
(('parking_entrance', 'college'), 0.0718232044198895)
(('toilets', 'taxi'), 0.07179487179487179)
(('pharmacy', 'taxi'), 0.07175398633257403)
(('arts_centre', 'pharmacy'), 0.07175398633257403)
(('car_wash', 'embassy'), 0.07174887892376682)
(('waste_basket', 'veterinary'), 0.0717230008244023)
(('shelter', 'vending_machine'), 0.07165775401069518)
(('charging_station', 'music_school'), 0.07142857142857142)
(('charging_station', 'publisher'), 0.07142857142857142)
(('courthouse', 'security_booth'), 0.07142857142857142)
(('charging_station', 'stripclub'), 0.07142857142857142)
(('cinema', 'place_of_worship'), 0.07123287671232877)
(('clock', 'place_of_worship'), 0.07123287671232877)
(('bank', 'courthouse'), 0.07100591715976332)
(('restaurant', 'language_school'), 0.07098765432098765)
(('clock', 'doctors'), 0.07092198581560284)
(('doctors', 'social_facility'), 0.07092198581560284)
(('doctors', 'community_centre'), 0.07092198581560284)
(('waste_basket', 'drinking_water'), 0.07089859851607584)
(('clock', 'dentist'), 0.07058823529411765)
(('bicycle_parking', 'ice_cream'), 0.07035928143712575)
(('telephone', 'college'), 0.07017543859649122)
(('love_hotel', 'nightclub'), 0.07017543859649122)
(('telephone', 'arts_centre'), 0.07017543859649122)
(('clock', 'nightclub'), 0.07017543859649122)
(('bank', 'fuel'), 0.07001972386587771)
(('bicycle_rental', 'fuel'), 0.07)
(('bench', 'social_facility'), 0.0698941968579673)
(('police', 'cinema'), 0.06976744186046512)
(('pharmacy', 'fuel'), 0.06947608200455581)
(('recycling', 'fountain'), 0.06930693069306931)
(('payment_terminal', 'fountain'), 0.06930693069306931)
(('recycling', 'training'), 0.06930693069306931)
(('training', 'fire_station'), 0.06930693069306931)
(('fountain', 'charging_station'), 0.06930693069306931)
(('ice_cream', 'waste_basket'), 0.06924979389942292)
(('toilets', 'nightclub'), 0.06923076923076923)
(('shelter', 'parking_entrance'), 0.06906077348066299)
(('stripclub', 'bank'), 0.06903353057199212)
(('library', 'fuel'), 0.06896551724137931)
(('driving_school', 'marketplace'), 0.06896551724137931)
(('payment_terminal', 'money_transfer'), 0.06896551724137931)
(('love_hotel', 'embassy'), 0.06896551724137931)
(('payment_terminal', 'embassy'), 0.06896551724137931)
(('embassy', 'social_facility'), 0.06896551724137931)
(('language_school', 'public_service'), 0.06896551724137931)
(('music_school', 'public_service'), 0.06896551724137931)
(('nightclub', 'public_service'), 0.06896551724137931)
(('payment_terminal', 'translator'), 0.06896551724137931)
(('childcare', 'marketplace'), 0.06896551724137931)
(('nightclub', 'ice_cream'), 0.06896551724137931)
(('payment_terminal', 'food_court'), 0.06896551724137931)
(('food_court', 'marketplace'), 0.06896551724137931)
(('public_service', 'taxi'), 0.06896551724137931)
(('pub', 'fire_station'), 0.06882591093117409)
(('nightclub', 'place_of_worship'), 0.0684931506849315)
(('fuel', 'vending_machine'), 0.06844919786096257)
(('vending_machine', 'charging_station'), 0.06844919786096257)
(('clock', 'bank'), 0.06804733727810651)
(('recycling', 'parking'), 0.06802988596146284)
(('clinic', 'language_school'), 0.06786427145708583)
(('bureau_de_change', 'library'), 0.06766917293233082)
(('library', 'social_facility'), 0.06766917293233082)
(('payment_terminal', 'parking'), 0.06763664962642549)
(('bicycle_parking', 'courthouse'), 0.06736526946107785)
(('childcare', 'bicycle_parking'), 0.06736526946107785)
(('stripclub', 'bicycle_parking'), 0.06736526946107785)
(('car_wash', 'police'), 0.06726457399103139)
(('training', 'shelter'), 0.06722689075630252)
(('pharmacy', 'shelter'), 0.06719817767653759)
(('bicycle_rental', 'clock'), 0.06666666666666667)
(('language_school', 'social_facility'), 0.06666666666666667)
(('veterinary', 'embassy'), 0.06666666666666667)
(('veterinary', 'drinking_water'), 0.06666666666666667)
(('childcare', 'waste_disposal'), 0.06647673314339982)
(('parking_entrance', 'device_charging_station'), 0.06629834254143646)
(('theatre', 'music_school'), 0.06626506024096386)
(('shelter', 'restaurant'), 0.06604938271604938)
(('recycling', 'kindergarten'), 0.06560636182902585)
(('food_court', 'arts_centre'), 0.06521739130434782)
(('charging_station', 'arts_centre'), 0.06521739130434782)
(('language_school', 'arts_centre'), 0.06521739130434782)
(('arts_centre', 'monastery'), 0.06521739130434782)
(('ice_cream', 'arts_centre'), 0.06521739130434782)
(('waste_basket', 'marketplace'), 0.0651277823577906)
(('college', 'embassy'), 0.06481481481481481)
(('college', 'music_school'), 0.06481481481481481)
(('courthouse', 'restaurant'), 0.06481481481481481)
(('hookah_lounge', 'college'), 0.06481481481481481)
(('device_charging_station', 'fast_food'), 0.06475583864118896)
(('dentist', 'childcare'), 0.06470588235294118)
(('dentist', 'recycling'), 0.06470588235294118)
(('dentist', 'charging_station'), 0.06470588235294118)
(('waste_disposal', 'fuel'), 0.06457739791073125)
(('post_office', 'shelter'), 0.06451612903225806)
(('post_office', 'language_school'), 0.06451612903225806)
(('post_office', 'social_facility'), 0.06451612903225806)
(('bureau_de_change', 'public_service'), 0.06451612903225806)
(('bicycle_parking', 'device_charging_station'), 0.06437125748502993)
(('fountain', 'hookah_lounge'), 0.06435643564356436)
(('vending_machine', 'fire_station'), 0.06417112299465241)
(('vending_machine', 'cinema'), 0.06417112299465241)
(('toilets', 'food_court'), 0.0641025641025641)
(('nightclub', 'parking'), 0.06409752261108927)
(('cafe', 'language_school'), 0.06403940886699508)
(('atm', 'arts_centre'), 0.0638930163447251)
(('doctors', 'fire_station'), 0.06382978723404255)
(('arts_centre', 'doctors'), 0.06382978723404255)
(('post_box', 'stripclub'), 0.06382978723404255)
(('post_box', 'public_service'), 0.06382978723404255)
(('fast_food', 'marketplace'), 0.06369426751592357)
(('fast_food', 'drinking_water'), 0.06369426751592357)
(('community_centre', 'kindergarten'), 0.0636182902584493)
(('hookah_lounge', 'veterinary'), 0.06349206349206349)
(('hookah_lounge', 'studio'), 0.06349206349206349)
(('hookah_lounge', 'love_hotel'), 0.06349206349206349)
(('waste_basket', 'embassy'), 0.06347897774113767)
(('bicycle_rental', 'hospital'), 0.06333333333333334)
(('bank', 'language_school'), 0.0631163708086785)
(('car_wash', 'post_box'), 0.06278026905829596)
(('language_school', 'waste_basket'), 0.06265457543281121)
(('hookah_lounge', 'parking'), 0.06252457727093984)
(('device_charging_station', 'food_court'), 0.0625)
(('food_court', 'love_hotel'), 0.0625)
(('food_court', 'photo_lab'), 0.0625)
(('food_court', 'townhall'), 0.0625)
(('cafe', 'fuel'), 0.06239737274220033)
(('cafe', 'charging_station'), 0.06239737274220033)
(('childcare', 'bar'), 0.06229508196721312)
(('veterinary', 'parking'), 0.06213134093590248)
(('embassy', 'fire_station'), 0.06206896551724138)
(('police', 'stripclub'), 0.06201550387596899)
(('hookah_lounge', 'hospital'), 0.061946902654867256)
(('waste_disposal', 'veterinary'), 0.06172839506172839)
(('toilets', 'hookah_lounge'), 0.06153846153846154)
(('recycling', 'university'), 0.06147540983606557)
(('university', 'post_box'), 0.06147540983606557)
(('telephone', 'ice_cream'), 0.06140350877192982)
(('waste_basket', 'social_facility'), 0.06100577081615829)
(('nightclub', 'waste_basket'), 0.06100577081615829)
(('vending_machine', 'recycling'), 0.06096256684491978)
(('pub', 'music_school'), 0.06072874493927125)
(('language_school', 'pub'), 0.06072874493927125)
(('ice_cream', 'pub'), 0.06072874493927125)
(('payment_terminal', 'recycling'), 0.06060606060606061)
(('recycling', 'marketplace'), 0.06060606060606061)
(('recycling', 'fire_station'), 0.06060606060606061)
(('recycling', 'nightclub'), 0.06060606060606061)
(('community_centre', 'parking'), 0.060558395595753045)
(('social_facility', 'place_of_worship'), 0.06027397260273973)
(('theatre', 'social_facility'), 0.060240963855421686)
(('ice_cream', 'bank'), 0.0601577909270217)
(('clock', 'library'), 0.06015037593984962)
(('bicycle_rental', 'drinking_water'), 0.06)
(('bicycle_parking', 'fire_station'), 0.059880239520958084)
(('clock', 'restaurant'), 0.059876543209876544)
(('clock', 'community_centre'), 0.05970149253731343)
(('community_centre', 'payment_terminal'), 0.05970149253731343)
(('stripclub', 'community_centre'), 0.05970149253731343)
(('arts_centre', 'community_centre'), 0.05970149253731343)
(('love_hotel', 'community_centre'), 0.05970149253731343)
(('ice_cream', 'atm'), 0.05943536404160475)
(('music_school', 'training'), 0.0594059405940594)
(('drinking_water', 'fountain'), 0.0594059405940594)
(('veterinary', 'training'), 0.0594059405940594)
(('courthouse', 'training'), 0.0594059405940594)
(('fountain', 'college'), 0.0594059405940594)
(('coworking_space', 'fountain'), 0.0594059405940594)
(('training', 'studio'), 0.0594059405940594)
(('pharmacy', 'marketplace'), 0.05922551252847381)
(('music_school', 'school'), 0.05907172995780591)
(('fuel', 'school'), 0.05907172995780591)
(('bar', 'monastery'), 0.05901639344262295)
(('fuel', 'shelter'), 0.058823529411764705)
(('shelter', 'community_centre'), 0.058823529411764705)
(('vending_machine', 'clock'), 0.058823529411764705)
(('childcare', 'shelter'), 0.058823529411764705)
(('dentist', 'fuel'), 0.058823529411764705)
(('drinking_water', 'shelter'), 0.058823529411764705)
(('recycling', 'shelter'), 0.058823529411764705)
(('bench', 'childcare'), 0.058672651490862454)
(('drinking_water', 'bicycle_parking'), 0.058383233532934134)
(('bench', 'fuel'), 0.05835203590894517)
(('bench', 'language_school'), 0.05835203590894517)
(('car_wash', 'marketplace'), 0.05829596412556054)
(('car_wash', 'hospital'), 0.05829596412556054)
(('ice_cream', 'pharmacy'), 0.05808656036446469)
(('clock', 'post_office'), 0.05806451612903226)
(('restaurant', 'fuel'), 0.05802469135802469)
(('recycling', 'clinic'), 0.05788423153692615)
(('clock', 'clinic'), 0.05788423153692615)
(('vending_machine', 'courthouse'), 0.057754010695187166)
(('food_court', 'place_of_worship'), 0.057534246575342465)
(('university', 'fire_station'), 0.05737704918032787)
(('charging_station', 'bank'), 0.05719921104536489)
(('pharmacy', 'public_service'), 0.05694760820045558)
(('college', 'bench'), 0.05674895799935877)
(('marketplace', 'doctors'), 0.05673758865248227)
(('cinema', 'doctors'), 0.05673758865248227)
(('stripclub', 'bicycle_rental'), 0.056666666666666664)
(('cinema', 'fire_station'), 0.05660377358490566)
(('language_school', 'cinema'), 0.05660377358490566)
(('cinema', 'charging_station'), 0.05660377358490566)
(('cinema', 'monastery'), 0.05660377358490566)
(('cinema', 'marketplace'), 0.05660377358490566)
(('food_court', 'atm'), 0.05646359583952452)
(('cafe', 'ice_cream'), 0.05637657361795293)
(('cafe', 'courthouse'), 0.05637657361795293)
(('clinic', 'shelter'), 0.05588822355289421)
(('cinema', 'dentist'), 0.05588235294117647)
(('dentist', 'veterinary'), 0.05588235294117647)
(('hookah_lounge', 'kindergarten'), 0.055666003976143144)
(('smoking_area', 'car_rental'), 0.05555555555555555)
(('nightclub', 'college'), 0.05555555555555555)
(('love_hotel', 'monastery'), 0.05555555555555555)
(('college', 'driving_school'), 0.05555555555555555)
(('register_office', 'monastery'), 0.05555555555555555)
(('smoking_area', 'device_charging_station'), 0.05555555555555555)
(('smoking_area', 'vehicle_inspection'), 0.05555555555555555)
(('smoking_area', 'monastery'), 0.05555555555555555)
(('vehicle_inspection', 'monastery'), 0.05555555555555555)
(('cinema', 'parking'), 0.0554463232402674)
(('bicycle_parking', 'fuel'), 0.05538922155688623)
(('parking_entrance', 'public_service'), 0.055248618784530384)
(('parking_entrance', 'music_school'), 0.055248618784530384)
(('fast_food', 'hospital'), 0.055201698513800426)
(('embassy', 'car_rental'), 0.05517241379310345)
(('charging_station', 'embassy'), 0.05517241379310345)
(('veterinary', 'fuel'), 0.05517241379310345)
(('social_facility', 'parking'), 0.055053086905230045)
(('ice_cream', 'restaurant'), 0.05493827160493827)
(('hookah_lounge', 'school'), 0.05485232067510549)
(('drinking_water', 'place_of_worship'), 0.0547945205479452)
(('vending_machine', 'language_school'), 0.05454545454545454)
(('police', 'ice_cream'), 0.05426356589147287)
(('police', 'music_school'), 0.05426356589147287)
(('arts_centre', 'police'), 0.05426356589147287)
(('social_facility', 'police'), 0.05426356589147287)
(('language_school', 'theatre'), 0.05421686746987952)
(('waste_disposal', 'arts_centre'), 0.05413105413105413)
(('drinking_water', 'fire_station'), 0.05405405405405406)
(('device_charging_station', 'drinking_water'), 0.05405405405405406)
(('drinking_water', 'gallery'), 0.05405405405405406)
(('drinking_water', 'nightclub'), 0.05405405405405406)
(('charging_station', 'fire_station'), 0.05405405405405406)
(('driving_school', 'fire_station'), 0.05405405405405406)
(('fire_station', 'fire_station'), 0.05405405405405406)
(('marketplace', 'fire_station'), 0.05405405405405406)
(('drinking_water', 'monastery'), 0.05405405405405406)
(('bicycle_parking', 'social_facility'), 0.05389221556886228)
(('clinic', 'stripclub'), 0.05389221556886228)
(('stripclub', 'bench'), 0.05386341776210324)
(('toilets', 'hospital'), 0.05384615384615385)
(('toilets', 'arts_centre'), 0.05384615384615385)
(('car_wash', 'telephone'), 0.053811659192825115)
(('car_wash', 'nightclub'), 0.053811659192825115)
(('hookah_lounge', 'car_wash'), 0.053811659192825115)
(('bureau_de_change', 'music_school'), 0.053763440860215055)
(('food_court', 'bureau_de_change'), 0.053763440860215055)
(('bureau_de_change', 'shelter'), 0.053763440860215055)
(('kindergarten', 'fuel'), 0.0536779324055666)
(('cafe', 'marketplace'), 0.05363984674329502)
(('clock', 'university'), 0.05327868852459016)
(('veterinary', 'university'), 0.05327868852459016)
(('post_box', 'language_school'), 0.05319148936170213)
(('driving_school', 'post_box'), 0.05319148936170213)
(('community_centre', 'hospital'), 0.05309734513274336)
(('payment_terminal', 'hospital'), 0.05309734513274336)
(('clock', 'hospital'), 0.05309734513274336)
(('social_facility', 'hospital'), 0.05309734513274336)
(('hospital', 'fire_station'), 0.05309734513274336)
(('dentist', 'music_school'), 0.052941176470588235)
(('waste_basket', 'childcare'), 0.05276174773289365)
(('library', 'music_school'), 0.05263157894736842)
(('telephone', 'language_school'), 0.05263157894736842)
(('pub', 'marketplace'), 0.05263157894736842)
(('childcare', 'dancing_school'), 0.05263157894736842)
(('childcare', 'monastery'), 0.05263157894736842)
(('social_facility', 'telephone'), 0.05263157894736842)
(('library', 'courthouse'), 0.05263157894736842)
(('telephone', 'stripclub'), 0.05263157894736842)
(('fuel', 'pub'), 0.05263157894736842)
(('studio', 'nightclub'), 0.05263157894736842)
(('library', 'nightclub'), 0.05263157894736842)
(('telephone', 'drinking_water'), 0.05263157894736842)
(('telephone', 'fire_station'), 0.05263157894736842)
(('drinking_water', 'childcare'), 0.05263157894736842)
(('planetarium', 'childcare'), 0.05263157894736842)
(('cinema', 'library'), 0.05263157894736842)
(('library', 'arts_centre'), 0.05263157894736842)
(('shower', 'childcare'), 0.05263157894736842)
(('charging_station', 'library'), 0.05263157894736842)
(('telephone', 'marketplace'), 0.05263157894736842)
(('charging_station', 'clock'), 0.05263157894736842)
(('social_facility', 'nightclub'), 0.05263157894736842)
(('music_school', 'nightclub'), 0.05263157894736842)
(('nightclub', 'device_charging_station'), 0.05263157894736842)
(('food_court', 'taxi'), 0.05263157894736842)
(('childcare', 'public_bookcase'), 0.05263157894736842)
(('rescue_station', 'taxi'), 0.05263157894736842)
(('arts_school', 'taxi'), 0.05263157894736842)
(('smoking_area', 'taxi'), 0.05263157894736842)
(('vending_machine', 'music_school'), 0.052406417112299465)
(('bank', 'social_facility'), 0.05226824457593689)
(('fast_food', 'stripclub'), 0.05201698513800425)
(('atm', 'stripclub'), 0.05200594353640416)
(('payment_terminal', 'social_facility'), 0.05172413793103448)
(('driving_school', 'payment_terminal'), 0.05172413793103448)
(('stripclub', 'payment_terminal'), 0.05172413793103448)
(('payment_terminal', 'cinema'), 0.05172413793103448)
(('payment_terminal', 'courthouse'), 0.05172413793103448)
(('payment_terminal', 'arts_centre'), 0.05172413793103448)
(('language_school', 'payment_terminal'), 0.05172413793103448)
(('kick-scooter_rental', 'payment_terminal'), 0.05172413793103448)
(('kindergarten', 'courthouse'), 0.05168986083499006)
(('post_office', 'courthouse'), 0.05161290322580645)
(('bank', 'shelter'), 0.05128205128205128)
(('restaurant', 'fire_station'), 0.05123456790123457)
(('waste_basket', 'device_charging_station'), 0.051112943116240726)
(('cafe', 'fire_station'), 0.05090311986863711)
(('atm', 'device_charging_station'), 0.05052005943536404)
(('stripclub', 'pharmacy'), 0.05011389521640091)
(('ice_cream', 'bicycle_rental'), 0.05)
(('taxi', 'restaurant'), 0.05)
(('parking_entrance', 'food_court'), 0.049723756906077346)
(('kindergarten', 'arts_centre'), 0.04970178926441352)
(('doctors', 'stripclub'), 0.04964539007092199)
(('veterinary', 'doctors'), 0.04964539007092199)
(('courthouse', 'doctors'), 0.04964539007092199)
(('marketplace', 'training'), 0.04950495049504951)
(('training', 'language_school'), 0.04950495049504951)
(('fountain', 'music_school'), 0.04950495049504951)
(('taxi', 'fountain'), 0.04950495049504951)
(('childcare', 'training'), 0.04950495049504951)
