Duration: 258 s 
Number of collocations: 2217
(('payment_terminal', 'payment_terminal'), 1)
(('bar', 'dojo'), 0.0625)
(('language_school;offices', 'community_centre'), 0.0625)
(('restaurant', 'arts_centre'), 0.061971830985915494)
(('bicycle_rental', 'hospital'), 0.061946902654867256)
(('bicycle_rental', 'cinema'), 0.061946902654867256)
(('car_wash', 'school'), 0.06147540983606557)
(('bench', 'nightclub'), 0.061197916666666664)
(('shelter', 'parking_space'), 0.061046511627906974)
(('cafe', 'marketplace'), 0.06060606060606061)
(('studio', 'cafe'), 0.06060606060606061)
(('parking_entrance', 'financial_advice'), 0.06060606060606061)
(('atm', 'stripclub'), 0.06037735849056604)
(('bench', 'police'), 0.059895833333333336)
(('bench', 'embassy'), 0.059895833333333336)
(('pub', 'waste_disposal'), 0.05955334987593052)
(('nightclub', 'waste_disposal'), 0.05955334987593052)
(('bicycle_parking', 'marketplace'), 0.05898876404494382)
(('pub', 'ice_cream'), 0.058823529411764705)
(('cinema', 'pub'), 0.058823529411764705)
(('pub', 'hospital'), 0.058823529411764705)
(('pub', 'courthouse'), 0.058823529411764705)
(('pub', 'college'), 0.058823529411764705)
(('bank', 'post_box'), 0.05844155844155844)
(('doctors', 'veterinary'), 0.057971014492753624)
(('doctors', 'public_building'), 0.057971014492753624)
(('doctors', 'food_court'), 0.057971014492753624)
(('dentist', 'vending_machine'), 0.05759162303664921)
(('vending_machine', 'courthouse'), 0.05759162303664921)
(('clock', 'place_of_worship'), 0.056910569105691054)
(('stripclub', 'place_of_worship'), 0.056910569105691054)
(('place_of_worship', 'monastery'), 0.056910569105691054)
(('fountain', 'fuel'), 0.056818181818181816)
(('fuel', 'cafe'), 0.056818181818181816)
(('public_building', 'fuel'), 0.056818181818181816)
(('atm', 'charging_station'), 0.05660377358490566)
(('atm', 'townhall'), 0.05660377358490566)
(('telephone', 'atm'), 0.05660377358490566)
(('taxi', 'townhall'), 0.056338028169014086)
(('taxi', 'arts_centre'), 0.056338028169014086)
(('taxi', 'social_facility'), 0.056338028169014086)
(('marketplace', 'taxi'), 0.056338028169014086)
(('parking_space', 'taxi'), 0.056338028169014086)
(('drinking_water', 'taxi'), 0.056338028169014086)
(('police', 'taxi'), 0.056338028169014086)
(('stripclub', 'taxi'), 0.056338028169014086)
(('studio', 'bicycle_parking'), 0.056179775280898875)
(('bicycle_parking', 'clinic'), 0.056179775280898875)
(('cinema', 'marketplace'), 0.05555555555555555)
(('arts_centre', 'fountain'), 0.05555555555555555)
(('studio', 'fountain'), 0.05555555555555555)
(('studio', 'marketplace'), 0.05555555555555555)
(('telephone', 'fountain'), 0.05555555555555555)
(('fountain', 'ice_cream'), 0.05555555555555555)
(('fountain', 'language_school'), 0.05555555555555555)
(('nightclub', 'marketplace'), 0.05555555555555555)
(('embassy', 'marketplace'), 0.05555555555555555)
(('clock', 'marketplace'), 0.05555555555555555)
(('bar', 'marketplace'), 0.05555555555555555)
(('stripclub', 'marketplace'), 0.05555555555555555)
(('college', 'marketplace'), 0.05555555555555555)
(('theatre', 'marketplace'), 0.05555555555555555)
(('arts_centre', 'marketplace'), 0.05555555555555555)
(('bbq', 'marketplace'), 0.05555555555555555)
(('courthouse', 'marketplace'), 0.05555555555555555)
(('marketplace', 'fire_station'), 0.05555555555555555)
(('bar', 'waste_basket'), 0.05511811023622047)
(('waste_basket', 'parking_space'), 0.05511811023622047)
(('waste_basket', 'police'), 0.05511811023622047)
(('pharmacy', 'theatre'), 0.05504587155963303)
(('parking_space', 'parking'), 0.05499587118084228)
(('bureau_de_change', 'waste_disposal'), 0.05459057071960298)
(('parking_entrance', 'community_centre'), 0.05454545454545454)
(('nightclub', 'parking_entrance'), 0.05454545454545454)
(('veterinary', 'shelter'), 0.05377906976744186)
(('drinking_water', 'toilets'), 0.05333333333333334)
(('post_office', 'car_wash'), 0.05333333333333334)
(('toilets', 'clinic'), 0.05333333333333334)
(('toilets', 'townhall'), 0.05333333333333334)
(('post_office', 'cinema'), 0.05333333333333334)
(('ferry_terminal', 'toilets'), 0.05333333333333334)
(('toilets', 'vacuum_cleaner'), 0.05333333333333334)
(('college', 'toilets'), 0.05333333333333334)
(('bureau_de_change', 'school'), 0.05327868852459016)
(('school', 'monastery'), 0.05327868852459016)
(('post_box', 'bicycle_rental'), 0.05309734513274336)
(('bicycle_rental', 'parking_space'), 0.05309734513274336)
(('cafe', 'veterinary'), 0.05303030303030303)
(('cafe', 'bus_station'), 0.05303030303030303)
(('cafe', 'car_rental'), 0.05303030303030303)
(('cafe', 'advertising'), 0.05303030303030303)
(('bicycle_repair_station', 'ice_cream'), 0.05263157894736842)
(('dentist', 'scrapyard'), 0.05263157894736842)
(('payment_terminal', 'veterinary'), 0.05263157894736842)
(('cinema', 'university'), 0.05263157894736842)
(('hospital', 'dentist'), 0.05263157894736842)
(('veterinary', 'solarium'), 0.05263157894736842)
(('bar', 'dentist'), 0.05263157894736842)
(('bicycle_repair_station', 'theatre'), 0.05263157894736842)
(('bicycle_repair_station', 'university'), 0.05263157894736842)
(('bicycle_repair_station', 'dentist'), 0.05263157894736842)
(('car_rental', 'bicycle_repair_station'), 0.05263157894736842)
(('childcare', 'bicycle_repair_station'), 0.05263157894736842)
(('bicycle_repair_station', 'cinema'), 0.05263157894736842)
(('bicycle_repair_station', 'marketplace'), 0.05263157894736842)
(('arts_centre', 'university'), 0.05263157894736842)
(('drinking_water', 'university'), 0.05263157894736842)
(('dentist', 'ice_cream'), 0.05263157894736842)
(('dentist', 'bureau_de_change'), 0.05263157894736842)
(('dentist', 'embassy'), 0.05263157894736842)
(('bicycle_repair_station', 'telephone'), 0.05263157894736842)
(('bbq', 'university'), 0.05263157894736842)
(('clinic', 'bicycle_repair_station'), 0.05263157894736842)
(('bicycle_repair_station', 'stripclub'), 0.05263157894736842)
(('bicycle_repair_station', 'community_centre'), 0.05263157894736842)
(('bicycle_repair_station', 'drinking_water'), 0.05263157894736842)
(('bicycle_repair_station', 'townhall'), 0.05263157894736842)
(('veterinary', 'college'), 0.05263157894736842)
(('bicycle_repair_station', 'food_court'), 0.05263157894736842)
(('post_box', 'dentist'), 0.05263157894736842)
(('compressed_air', 'veterinary'), 0.05263157894736842)
(('bicycle_repair_station', 'veterinary'), 0.05263157894736842)
(('hospital', 'university'), 0.05263157894736842)
(('university', 'veterinary'), 0.05263157894736842)
(('fast_food', 'food_court'), 0.05228758169934641)
(('clinic', 'waste_disposal'), 0.052109181141439205)
(('waste_disposal', 'nursing_home'), 0.052109181141439205)
(('bank', 'advertising'), 0.05194805194805195)
(('toilets', 'car_wash'), 0.05128205128205128)
(('library', 'car_wash'), 0.05128205128205128)
(('clock', 'recycling'), 0.051194539249146756)
(('shelter', 'post_box'), 0.050872093023255814)
(('library', 'hospital'), 0.05084745762711865)
(('library', 'veterinary'), 0.05084745762711865)
(('library', 'courthouse'), 0.05084745762711865)
(('library', 'townhall'), 0.05084745762711865)
(('restaurant', 'car_wash'), 0.05070422535211268)
(('restaurant', 'waste_basket'), 0.05070422535211268)
(('restaurant', 'car_rental'), 0.05070422535211268)
(('dentist', 'bicycle_parking'), 0.05056179775280899)
(('bicycle_parking', 'townhall'), 0.05056179775280899)
(('bicycle_parking', 'college'), 0.05056179775280899)
(('arts_centre', 'pharmacy'), 0.05045871559633028)
(('telephone', 'pharmacy'), 0.05045871559633028)
(('telephone', 'parking'), 0.04971098265895954)
(('bus_station', 'shelter'), 0.04941860465116279)
(('theatre', 'parking'), 0.04921552436003303)
(('theatre', 'school'), 0.04918032786885246)
(('atm', 'studio'), 0.04905660377358491)
(('post_box', 'place_of_worship'), 0.04878048780487805)
(('veterinary', 'public_building'), 0.04878048780487805)
(('public_building', 'marketplace'), 0.04878048780487805)
(('studio', 'public_building'), 0.04878048780487805)
(('clock', 'public_building'), 0.04878048780487805)
(('clinic', 'public_building'), 0.04878048780487805)
(('bicycle_repair_station', 'public_building'), 0.04878048780487805)
(('college', 'public_building'), 0.04878048780487805)
(('monastery', 'public_building'), 0.04878048780487805)
(('public_building', 'fire_station'), 0.04878048780487805)
(('parking_entrance', 'food_court'), 0.048484848484848485)
(('ferry_terminal', 'bench'), 0.048177083333333336)
(('police', 'shelter'), 0.04796511627906977)
(('marketplace', 'shelter'), 0.04796511627906977)
(('telephone', 'shelter'), 0.04796511627906977)
(('restaurant', 'studio'), 0.04788732394366197)
(('recycling', 'public_building'), 0.04778156996587031)
(('recycling', 'fountain'), 0.04778156996587031)
(('bicycle_parking', 'courthouse'), 0.047752808988764044)
(('waste_basket', 'library'), 0.047244094488188976)
(('waste_basket', 'cinema'), 0.047244094488188976)
(('marketplace', 'kindergarten'), 0.046875)
(('toilets', 'kindergarten'), 0.046875)
(('police', 'kindergarten'), 0.046875)
(('bench', 'food_court'), 0.046875)
(('cinema', 'parking'), 0.046407927332782824)
(('pharmacy', 'clock'), 0.045871559633027525)
(('pharmacy', 'parking_space'), 0.045871559633027525)
(('fast_food', 'bus_station'), 0.0457516339869281)
(('fast_food', 'car_rental'), 0.0457516339869281)
(('fast_food', 'arts_centre'), 0.0457516339869281)
(('fast_food', 'advertising'), 0.0457516339869281)
(('bench', 'bicycle_repair_station'), 0.045572916666666664)
(('post_box', 'fuel'), 0.045454545454545456)
(('charging_station', 'fuel'), 0.045454545454545456)
(('fuel', 'place_of_worship'), 0.045454545454545456)
(('fuel', 'post_office'), 0.045454545454545456)
(('cafe', 'waste_basket'), 0.045454545454545456)
(('bank', 'lombard_banking'), 0.045454545454545456)
(('bank', 'language_school;offices'), 0.045454545454545456)
(('bank', 'college'), 0.045454545454545456)
(('fuel', 'veterinary'), 0.045454545454545456)
(('arts_centre', 'atm'), 0.045283018867924525)
(('atm', 'language_school'), 0.045283018867924525)
(('school', 'bar'), 0.045081967213114756)
(('post_box', 'bicycle_parking'), 0.0449438202247191)
(('bicycle_parking', 'drinking_water'), 0.0449438202247191)
(('cafe', 'recycling'), 0.04436860068259386)
(('bench', 'public_building'), 0.044270833333333336)
(('bicycle_rental', 'townhall'), 0.04424778761061947)
(('bicycle_rental', 'bus_station'), 0.04424778761061947)
(('bicycle_rental', 'drinking_water'), 0.04424778761061947)
(('bicycle_rental', 'college'), 0.04424778761061947)
(('bicycle_rental', 'monastery'), 0.04424778761061947)
(('parking', 'bicycle_repair_station'), 0.04376548307184145)
(('doctors', 'bicycle_repair_station'), 0.043478260869565216)
(('doctors', 'bureau_de_change'), 0.043478260869565216)
(('clinic', 'doctors'), 0.043478260869565216)
(('vacuum_cleaner', 'doctors'), 0.043478260869565216)
(('nightclub', 'doctors'), 0.043478260869565216)
(('doctors', 'bbq'), 0.043478260869565216)
(('doctors', 'compressed_air'), 0.043478260869565216)
(('bench', 'language_school'), 0.04296875)
(('parking_entrance', 'post_box'), 0.04242424242424243)
(('parking_entrance', 'bicycle_repair_station'), 0.04242424242424243)
(('parking_entrance', 'veterinary'), 0.04242424242424243)
(('post_box', 'restaurant'), 0.04225352112676056)
(('taxi', 'studio'), 0.04225352112676056)
(('restaurant', 'college'), 0.04225352112676056)
(('taxi', 'post_box'), 0.04225352112676056)
(('bicycle_repair_station', 'waste_disposal'), 0.04218362282878412)
(('waste_disposal', 'university'), 0.04218362282878412)
(('vacuum_cleaner', 'shelter'), 0.04215116279069767)
(('bicycle_parking', 'parking_space'), 0.042134831460674156)
(('veterinary', 'vending_machine'), 0.041884816753926704)
(('clinic', 'parking'), 0.04161849710982659)
(('atm', 'veterinary'), 0.04150943396226415)
(('pharmacy', 'social_facility'), 0.04128440366972477)
(('pharmacy', 'clinic'), 0.04128440366972477)
(('marketplace', 'school'), 0.040983606557377046)
(('cinema', 'school'), 0.040983606557377046)
(('embassy', 'school'), 0.040983606557377046)
(('fountain', 'school'), 0.040983606557377046)
(('school', 'clinic'), 0.040983606557377046)
(('school', 'ice_cream'), 0.040983606557377046)
(('compressed_air', 'recycling'), 0.040955631399317405)
(('clinic', 'place_of_worship'), 0.04065040650406504)
(('ice_cream', 'place_of_worship'), 0.04065040650406504)
(('theatre', 'place_of_worship'), 0.04065040650406504)
(('place_of_worship', 'fire_station'), 0.04065040650406504)
(('place_of_worship', 'townhall'), 0.04065040650406504)
(('toilets', 'police'), 0.04)
(('cinema', 'toilets'), 0.04)
(('toilets', 'community_centre'), 0.04)
(('post_office', 'college'), 0.04)
(('post_office', 'ice_cream'), 0.04)
(('toilets', 'monastery'), 0.04)
(('toilets', 'public_building'), 0.04)
(('post_office', 'stripclub'), 0.04)
(('waste_basket', 'clock'), 0.03937007874015748)
(('ferry_terminal', 'waste_basket'), 0.03937007874015748)
(('veterinary', 'fast_food'), 0.0392156862745098)
(('fast_food', 'childcare'), 0.0392156862745098)
(('pub', 'bus_station'), 0.0392156862745098)
(('doctors', 'pub'), 0.0392156862745098)
(('cafe', 'kindergarten'), 0.0390625)
(('college', 'bench'), 0.0390625)
(('dentist', 'parking_space'), 0.0390625)
(('bureau_de_change', 'car_wash'), 0.038461538461538464)
(('veterinary', 'police'), 0.038461538461538464)
(('studio', 'police'), 0.038461538461538464)
(('financial_advice', 'police'), 0.038461538461538464)
(('telephone', 'police'), 0.038461538461538464)
(('police', 'ice_cream'), 0.038461538461538464)
(('police', 'language_school'), 0.038461538461538464)
(('bicycle_repair_station', 'police'), 0.038461538461538464)
(('language_school;offices', 'police'), 0.038461538461538464)
(('charging_station', 'cafe'), 0.03787878787878788)
(('cafe', 'luggage_locker'), 0.03787878787878788)
(('cafe', 'childcare'), 0.03787878787878788)
(('compressed_air', 'bench'), 0.037760416666666664)
(('food_court', 'atm'), 0.03773584905660377)
(('atm', 'fire_station'), 0.03773584905660377)
(('atm', 'bus_station'), 0.03773584905660377)
(('recycling', 'bicycle_repair_station'), 0.03754266211604096)
(('vacuum_cleaner', 'recycling'), 0.03754266211604096)
(('waste_disposal', 'college'), 0.03722084367245657)
(('telephone', 'waste_disposal'), 0.03722084367245657)
(('car_rental', 'embassy'), 0.037037037037037035)
(('childcare', 'embassy'), 0.037037037037037035)
(('embassy', 'college'), 0.037037037037037035)
(('school', 'college'), 0.036885245901639344)
(('pharmacy', 'language_school'), 0.03669724770642202)
(('vending_machine', 'drinking_water'), 0.03664921465968586)
(('vending_machine', 'monastery'), 0.03664921465968586)
(('charging_station', 'restaurant'), 0.036619718309859155)
(('restaurant', 'veterinary'), 0.036619718309859155)
(('bicycle_parking', 'bus_station'), 0.03651685393258427)
(('bicycle_parking', 'monastery'), 0.03651685393258427)
(('bicycle_parking', 'advertising'), 0.03651685393258427)
(('parking_entrance', 'college'), 0.03636363636363636)
(('parking_entrance', 'childcare'), 0.03636363636363636)
(('fire_station', 'parking'), 0.035838150289017344)
(('bicycle_rental', 'clinic'), 0.035398230088495575)
(('bicycle_rental', 'social_facility'), 0.035398230088495575)
(('bicycle_rental', 'studio'), 0.035398230088495575)
(('stripclub', 'bicycle_rental'), 0.035398230088495575)
(('bicycle_rental', 'language_school'), 0.035398230088495575)
(('bench', 'marketplace'), 0.03515625)
(('bicycle_repair_station', 'parking_space'), 0.03515625)
(('bench', 'ice_cream'), 0.03515625)
(('parking_space', 'university'), 0.03508771929824561)
(('police', 'university'), 0.03508771929824561)
(('telephone', 'university'), 0.03508771929824561)
(('university', 'fire_station'), 0.03508771929824561)
(('bureau_de_change', 'charging_station'), 0.034482758620689655)
(('luggage_locker', 'bureau_de_change'), 0.034482758620689655)
(('bureau_de_change', 'bus_station'), 0.034482758620689655)
(('bureau_de_change', 'marketplace'), 0.034482758620689655)
(('vacuum_cleaner', 'bureau_de_change'), 0.034482758620689655)
(('studio', 'bureau_de_change'), 0.034482758620689655)
(('language_school;offices', 'bureau_de_change'), 0.034482758620689655)
(('drinking_water', 'bureau_de_change'), 0.034482758620689655)
(('bureau_de_change', 'townhall'), 0.034482758620689655)
(('bureau_de_change', 'monastery'), 0.034482758620689655)
(('college', 'bureau_de_change'), 0.034482758620689655)
(('recycling', 'clinic'), 0.034129692832764506)
(('ice_cream', 'recycling'), 0.034129692832764506)
(('library', 'fuel'), 0.03409090909090909)
(('community_centre', 'fuel'), 0.03409090909090909)
(('fuel', 'fire_station'), 0.03409090909090909)
(('parking_space', 'fuel'), 0.03409090909090909)
(('fuel', 'nightclub'), 0.03409090909090909)
(('drinking_water', 'atm'), 0.033962264150943396)
(('atm', 'language_school;offices'), 0.033962264150943396)
(('atm', 'monastery'), 0.033962264150943396)
(('library', 'drinking_water'), 0.03389830508474576)
(('ice_cream', 'parking'), 0.033856317093311314)
(('bicycle_parking', 'fire_station'), 0.033707865168539325)
(('charging_station', 'post_box'), 0.03333333333333333)
(('post_box', 'townhall'), 0.03333333333333333)
(('childcare', 'post_box'), 0.03333333333333333)
(('embassy', 'post_box'), 0.03333333333333333)
(('social_facility', 'post_box'), 0.03333333333333333)
(('lombard_banking', 'post_box'), 0.03333333333333333)
(('police', 'post_box'), 0.03333333333333333)
(('post_box', 'clinic'), 0.03333333333333333)
(('veterinary', 'post_box'), 0.03333333333333333)
(('bicycle_repair_station', 'post_box'), 0.03333333333333333)
(('post_box', 'drinking_water'), 0.03333333333333333)
(('post_box', 'vacuum_cleaner'), 0.03333333333333333)
(('post_box', 'compressed_air'), 0.03333333333333333)
(('post_box', 'nursing_home'), 0.03333333333333333)
(('veterinary', 'school'), 0.03278688524590164)
(('pub', 'school'), 0.03278688524590164)
(('social_facility', 'parking'), 0.032700247729149465)
(('fast_food', 'fire_station'), 0.032679738562091505)
(('bench', 'telephone'), 0.032552083333333336)
(('veterinary', 'place_of_worship'), 0.032520325203252036)
(('drinking_water', 'place_of_worship'), 0.032520325203252036)
(('bank', 'music_school'), 0.032467532467532464)
(('events_venue', 'hospital'), 0.03225806451612903)
(('townhall', 'hospital'), 0.03225806451612903)
(('bicycle_repair_station', 'hospital'), 0.03225806451612903)
(('community_centre', 'hospital'), 0.03225806451612903)
(('embassy', 'waste_disposal'), 0.03225806451612903)
(('studio', 'hospital'), 0.03225806451612903)
(('nightclub', 'hospital'), 0.03225806451612903)
(('clock', 'hospital'), 0.03225806451612903)
(('childcare', 'hospital'), 0.03225806451612903)
(('post_box', 'hospital'), 0.03225806451612903)
(('nursing_home', 'hospital'), 0.03225806451612903)
(('hospital', 'fire_station'), 0.03225806451612903)
(('cinema', 'hospital'), 0.03225806451612903)
(('hospital', 'monastery'), 0.03225806451612903)
(('pharmacy', 'fire_station'), 0.03211009174311927)
(('pharmacy', 'stripclub'), 0.03211009174311927)
(('parking', 'monastery'), 0.031709331131296446)
(('college', 'parking'), 0.031544178364987616)
(('studio', 'waste_basket'), 0.031496062992125984)
(('waste_basket', 'public_building'), 0.031496062992125984)
(('waste_basket', 'fountain'), 0.031496062992125984)
(('waste_basket', 'theatre'), 0.031496062992125984)
(('waste_basket', 'drinking_water'), 0.031496062992125984)
(('vacuum_cleaner', 'vending_machine'), 0.031413612565445025)
(('vending_machine', 'townhall'), 0.031413612565445025)
(('vending_machine', 'telephone'), 0.031413612565445025)
(('vending_machine', 'stripclub'), 0.031413612565445025)
(('vending_machine', 'college'), 0.031413612565445025)
(('kindergarten', 'college'), 0.03125)
(('community_centre', 'car_rental'), 0.03125)
(('cinema', 'community_centre'), 0.03125)
(('arts_centre', 'community_centre'), 0.03125)
(('bench', 'drinking_water'), 0.03125)
(('community_centre', 'telephone'), 0.03125)
(('community_centre', 'language_school'), 0.03125)
(('clinic', 'kindergarten'), 0.03125)
(('bar', 'bus_station'), 0.03125)
(('bar', 'telephone'), 0.03125)
(('bar', 'bbq'), 0.03125)
(('ice_cream', 'kindergarten'), 0.03125)
(('veterinary', 'bar'), 0.03125)
(('vehicle_ramp', 'bar'), 0.03125)
(('kindergarten', 'vacuum_cleaner'), 0.03125)
(('kindergarten', 'compressed_air'), 0.03125)
(('kindergarten', 'parking_space'), 0.03125)
(('bbq', 'community_centre'), 0.03125)
(('community_centre', 'vehicle_inspection'), 0.03125)
(('restaurant', 'courthouse'), 0.030985915492957747)
(('bicycle_parking', 'veterinary'), 0.03089887640449438)
(('bicycle_parking', 'social_facility'), 0.03089887640449438)
(('recycling', 'university'), 0.030716723549488054)
(('recycling', 'spa'), 0.030716723549488054)
(('cafe', 'post_box'), 0.030303030303030304)
(('parking_entrance', 'bus_station'), 0.030303030303030304)
(('parking_entrance', 'theatre'), 0.030303030303030304)
(('clinic', 'parking_entrance'), 0.030303030303030304)
(('cafe', 'college'), 0.030303030303030304)
(('veterinary', 'bench'), 0.029947916666666668)
(('waste_disposal', 'ice_cream'), 0.02977667493796526)
(('cinema', 'shelter'), 0.029069767441860465)
(('arts_centre', 'shelter'), 0.029069767441860465)
(('studio', 'shelter'), 0.029069767441860465)
(('doctors', 'fire_station'), 0.028985507246376812)
(('police', 'doctors'), 0.028985507246376812)
(('doctors', 'cinema'), 0.028985507246376812)
(('doctors', 'university'), 0.028985507246376812)
(('doctors', 'waste_basket'), 0.028985507246376812)
(('doctors', 'theatre'), 0.028985507246376812)
(('telephone', 'doctors'), 0.028985507246376812)
(('doctors', 'clock'), 0.028985507246376812)
(('doctors', 'car_rental'), 0.028985507246376812)
(('doctors', 'parking_space'), 0.028985507246376812)
(('doctors', 'ice_cream'), 0.028985507246376812)
(('doctors', 'courthouse'), 0.028985507246376812)
(('childcare', 'school'), 0.028688524590163935)
(('school', 'social_facility'), 0.028688524590163935)
(('nightclub', 'school'), 0.028688524590163935)
(('charging_station', 'bench'), 0.028645833333333332)
(('vacuum_cleaner', 'taxi'), 0.028169014084507043)
(('language_school', 'taxi'), 0.028169014084507043)
(('taxi', 'college'), 0.028169014084507043)
(('bicycle_parking', 'spa'), 0.028089887640449437)
(('bicycle_parking', 'bbq'), 0.028089887640449437)
(('fountain', 'car_rental'), 0.027777777777777776)
(('college', 'fountain'), 0.027777777777777776)
(('veterinary', 'fountain'), 0.027777777777777776)
(('fountain', 'parking_space'), 0.027777777777777776)
(('fountain', 'courthouse'), 0.027777777777777776)
(('fountain', 'prison'), 0.027777777777777776)
(('fountain', 'research_institute'), 0.027777777777777776)
(('nursing_home', 'parking_space'), 0.02734375)
(('recycling', 'nightclub'), 0.027303754266211604)
(('recycling', 'toilets'), 0.027303754266211604)
(('waste_disposal', 'social_facility'), 0.02729528535980149)
(('waste_disposal', 'hospital'), 0.02729528535980149)
(('toilets', 'post_box'), 0.02666666666666667)
(('dentist', 'toilets'), 0.02666666666666667)
(('toilets', 'boat_rental'), 0.02666666666666667)
(('toilets', 'hospital'), 0.02666666666666667)
(('music_school', 'post_office'), 0.02666666666666667)
(('lombard_banking', 'post_office'), 0.02666666666666667)
(('post_office', 'theatre'), 0.02666666666666667)
(('post_office', 'telephone'), 0.02666666666666667)
(('telephone', 'toilets'), 0.02666666666666667)
(('toilets', 'parking_space'), 0.02666666666666667)
(('studio', 'toilets'), 0.02666666666666667)
(('bbq', 'post_office'), 0.02666666666666667)
(('toilets', 'social_facility'), 0.02666666666666667)
(('post_office', 'clinic'), 0.02666666666666667)
(('post_office', 'drinking_water'), 0.02666666666666667)
(('post_office', 'monastery'), 0.02666666666666667)
(('post_office', 'townhall'), 0.02666666666666667)
(('toilets', 'fire_station'), 0.02666666666666667)
(('toilets', 'prison'), 0.02666666666666667)
(('toilets', 'courthouse'), 0.02666666666666667)
(('arts_centre', 'toilets'), 0.02666666666666667)
(('toilets', 'food_court'), 0.02666666666666667)
(('outdoor_seating', 'toilets'), 0.02666666666666667)
(('toilets', 'solarium'), 0.02666666666666667)
(('charging_station', 'bicycle_rental'), 0.02654867256637168)
(('bicycle_rental', 'arts_centre'), 0.02654867256637168)
(('bicycle_rental', 'vacuum_cleaner'), 0.02654867256637168)
(('bicycle_rental', 'fire_station'), 0.02654867256637168)
(('bicycle_rental', 'courthouse'), 0.02654867256637168)
(('luggage_locker', 'atm'), 0.026415094339622643)
(('dentist', 'payment_terminal'), 0.02631578947368421)
(('events_venue', 'dentist'), 0.02631578947368421)
(('dentist', 'clinic'), 0.02631578947368421)
(('telephone', 'dentist'), 0.02631578947368421)
(('dentist', 'metal_scrap'), 0.02631578947368421)
(('dentist', 'cinema'), 0.02631578947368421)
(('dentist', 'pub'), 0.02631578947368421)
(('spa', 'dentist'), 0.02631578947368421)
(('dentist', 'bus_station'), 0.02631578947368421)
(('nightclub', 'dentist'), 0.02631578947368421)
(('dentist', 'fountain'), 0.02631578947368421)
(('compressed_air', 'dentist'), 0.02631578947368421)
(('vacuum_cleaner', 'dentist'), 0.02631578947368421)
(('bbq', 'dentist'), 0.02631578947368421)
(('dentist', 'police'), 0.02631578947368421)
(('dentist', 'marketplace'), 0.02631578947368421)
(('university', 'dentist'), 0.02631578947368421)
(('studio', 'vending_machine'), 0.02617801047120419)
(('vending_machine', 'clinic'), 0.02617801047120419)
(('charging_station', 'fast_food'), 0.026143790849673203)
(('bank', 'fire_station'), 0.025974025974025976)
(('bank', 'bus_station'), 0.025974025974025976)
(('courthouse', 'parking'), 0.025763831544178366)
(('car_wash', 'community_centre'), 0.02564102564102564)
(('car_wash', 'nightclub'), 0.02564102564102564)
(('car_wash', 'parking_space'), 0.02564102564102564)
(('car_wash', 'bus_station'), 0.02564102564102564)
(('car_wash', 'fountain'), 0.02564102564102564)
(('social_facility', 'car_wash'), 0.02564102564102564)
(('car_wash', 'fire_station'), 0.02564102564102564)
(('restaurant', 'childcare'), 0.02535211267605634)
(('bicycle_parking', 'prison'), 0.025280898876404494)
(('townhall', 'parking'), 0.025268373245251857)
(('studio', 'waste_disposal'), 0.02481389578163772)
(('spa', 'waste_disposal'), 0.02481389578163772)
(('bench', 'vacuum_cleaner'), 0.024739583333333332)
(('bench', 'fire_station'), 0.024739583333333332)
(('charging_station', 'shelter'), 0.024709302325581394)
(('college', 'shelter'), 0.024709302325581394)
(('shelter', 'monastery'), 0.024709302325581394)
(('vacuum_cleaner', 'school'), 0.02459016393442623)
(('school', 'townhall'), 0.02459016393442623)
(('bicycle_repair_station', 'school'), 0.02459016393442623)
(('school', 'biergarten'), 0.02459016393442623)
(('charging_station', 'public_building'), 0.024390243902439025)
(('dentist', 'public_building'), 0.024390243902439025)
(('swimming_pool', 'public_building'), 0.024390243902439025)
(('cinema', 'place_of_worship'), 0.024390243902439025)
(('studio', 'place_of_worship'), 0.024390243902439025)
(('public_building', 'car_wash'), 0.024390243902439025)
(('telephone', 'place_of_worship'), 0.024390243902439025)
(('arts_centre', 'public_building'), 0.024390243902439025)
(('vacuum_cleaner', 'place_of_worship'), 0.024390243902439025)
(('vehicle_ramp', 'public_building'), 0.024390243902439025)
(('metal_scrap', 'public_building'), 0.024390243902439025)
(('parking_entrance', 'hospital'), 0.024242424242424242)
(('parking_entrance', 'luggage_locker'), 0.024242424242424242)
(('parking_entrance', 'ice_cream'), 0.024242424242424242)
(('parking_entrance', 'vacuum_cleaner'), 0.024242424242424242)
(('parking_entrance', 'compressed_air'), 0.024242424242424242)
(('arts_centre', 'parking'), 0.024112303881090008)
(('stripclub', 'parking'), 0.023947151114781174)
(('recycling', 'telephone'), 0.023890784982935155)
(('recycling', 'studio'), 0.023890784982935155)
(('recycling', 'bbq'), 0.023890784982935155)
(('recycling', 'beater'), 0.023890784982935155)
(('recycling', 'nursing_home'), 0.023890784982935155)
(('community_centre', 'waste_basket'), 0.023622047244094488)
(('waste_basket', 'hospital'), 0.023622047244094488)
(('waste_basket', 'college'), 0.023622047244094488)
(('waste_basket', 'nightclub'), 0.023622047244094488)
(('waste_basket', 'bus_station'), 0.023622047244094488)
(('waste_basket', 'telephone'), 0.023622047244094488)
(('food_court', 'waste_basket'), 0.023622047244094488)
(('waste_basket', 'outdoor_seating'), 0.023622047244094488)
(('kindergarten', 'university'), 0.0234375)
(('parking_space', 'hospital'), 0.0234375)
(('police', 'parking_space'), 0.0234375)
