Duration: 258 s 
Number of collocations: 2217
(('payment_terminal', 'payment_terminal'), 1)
(('dentist', 'doctors'), 0.14492753623188406)
(('clinic', 'cafe'), 0.14393939393939395)
(('cafe', 'monastery'), 0.14393939393939395)
(('shelter', 'car_wash'), 0.1438953488372093)
(('fast_food', 'language_school;offices'), 0.1437908496732026)
(('library', 'school'), 0.14344262295081966)
(('atm', 'public_building'), 0.14339622641509434)
(('telephone', 'metal_scrap'), 0.14285714285714285)
(('bus_station', 'telephone'), 0.14285714285714285)
(('telephone', 'studio'), 0.14285714285714285)
(('telephone', 'stripclub'), 0.14285714285714285)
(('telephone', 'arts_centre'), 0.14285714285714285)
(('advertising', 'telephone'), 0.14285714285714285)
(('telephone', 'prison'), 0.14285714285714285)
(('telephone', 'monastery'), 0.14285714285714285)
(('ferry_terminal', 'bbq'), 0.14285714285714285)
(('car_wash', 'bicycle_rental'), 0.1415929203539823)
(('dentist', 'car_wash'), 0.14102564102564102)
(('veterinary', 'car_wash'), 0.14102564102564102)
(('restaurant', 'cinema'), 0.14084507042253522)
(('public_building', 'taxi'), 0.14084507042253522)
(('public_building', 'university'), 0.14035087719298245)
(('dentist', 'atm'), 0.13962264150943396)
(('parking_entrance', 'bureau_de_change'), 0.1393939393939394)
(('parking_entrance', 'embassy'), 0.1393939393939394)
(('fuel', 'waste_disposal'), 0.13895781637717122)
(('fuel', 'parking'), 0.1388934764657308)
(('theatre', 'fountain'), 0.1388888888888889)
(('fountain', 'marketplace'), 0.1388888888888889)
(('fountain', 'parking'), 0.13856317093311313)
(('bicycle_repair_station', 'bureau_de_change'), 0.13793103448275862)
(('clinic', 'bureau_de_change'), 0.13793103448275862)
(('stripclub', 'bureau_de_change'), 0.13793103448275862)
(('theatre', 'bicycle_parking'), 0.13764044943820225)
(('pharmacy', 'marketplace'), 0.13761467889908258)
(('doctors', 'fast_food'), 0.13725490196078433)
(('arts_centre', 'pub'), 0.13725490196078433)
(('post_box', 'waste_disposal'), 0.13647642679900746)
(('fuel', 'compressed_air'), 0.13636363636363635)
(('bicycle_repair_station', 'bank'), 0.13636363636363635)
(('cafe', 'language_school'), 0.13636363636363635)
(('vending_machine', 'community_centre'), 0.13612565445026178)
(('doctors', 'shelter'), 0.13517441860465115)
(('bench', 'fuel'), 0.13411458333333334)
(('parking', 'car_wash'), 0.13360858794384806)
(('charging_station', 'charging_station'), 0.13333333333333333)
(('post_office', 'post_box'), 0.13333333333333333)
(('bicycle_repair_station', 'charging_station'), 0.13333333333333333)
(('bureau_de_change', 'post_office'), 0.13333333333333333)
(('toilets', 'pub'), 0.13333333333333333)
(('ferry_terminal', 'theatre'), 0.13333333333333333)
(('parking_entrance', 'parking_space'), 0.13333333333333333)
(('language_school', 'theatre'), 0.13333333333333333)
(('theatre', 'advertising'), 0.13333333333333333)
(('clock', 'courthouse'), 0.13333333333333333)
(('telephone', 'theatre'), 0.13333333333333333)
(('clock', 'nightclub'), 0.13333333333333333)
(('fountain', 'bench'), 0.1328125)
(('doctors', 'bicycle_rental'), 0.13274336283185842)
(('waste_basket', 'bicycle_rental'), 0.13274336283185842)
(('fast_food', 'school'), 0.13114754098360656)
(('police', 'vending_machine'), 0.13089005235602094)
(('vending_machine', 'clock'), 0.13089005235602094)
(('pub', 'shelter'), 0.1308139534883721)
(('fast_food', 'theatre'), 0.13071895424836602)
(('fast_food', 'monastery'), 0.13071895424836602)
(('fast_food', 'drinking_water'), 0.13071895424836602)
(('police', 'place_of_worship'), 0.13008130081300814)
(('fountain', 'place_of_worship'), 0.13008130081300814)
(('library', 'shelter'), 0.12936046511627908)
(('theatre', 'bench'), 0.12890625)
(('car_wash', 'vacuum_cleaner'), 0.1282051282051282)
(('taxi', 'car_wash'), 0.1282051282051282)
(('parking_entrance', 'doctors'), 0.12727272727272726)
(('cinema', 'taxi'), 0.1267605633802817)
(('bar', 'bicycle_parking'), 0.12640449438202248)
(('bank', 'kindergarten'), 0.125)
(('nightclub', 'community_centre'), 0.125)
(('pub', 'community_centre'), 0.125)
(('embassy', 'community_centre'), 0.125)
(('community_centre', 'social_facility'), 0.125)
(('advertising', 'courthouse'), 0.125)
(('bar', 'community_centre'), 0.125)
(('atm', 'police'), 0.12452830188679245)
(('fast_food', 'language_school'), 0.12418300653594772)
(('doctors', 'restaurant'), 0.12394366197183099)
(('bicycle_rental', 'nightclub'), 0.12389380530973451)
(('waste_basket', 'pharmacy'), 0.12385321100917432)
(('arts_centre', 'bank'), 0.12337662337662338)
(('bureau_de_change', 'parking'), 0.12303881090008258)
(('cafe', 'school'), 0.12295081967213115)
(('toilets', 'school'), 0.12295081967213115)
(('embassy', 'university'), 0.12280701754385964)
(('university', 'fountain'), 0.12280701754385964)
(('nightclub', 'university'), 0.12280701754385964)
(('bench', 'bureau_de_change'), 0.12239583333333333)
(('bar', 'public_building'), 0.12195121951219512)
(('bureau_de_change', 'place_of_worship'), 0.12195121951219512)
(('pub', 'place_of_worship'), 0.12195121951219512)
(('telephone', 'public_building'), 0.12195121951219512)
(('stripclub', 'public_building'), 0.12195121951219512)
(('fountain', 'public_building'), 0.12195121951219512)
(('nightclub', 'public_building'), 0.12195121951219512)
(('public_building', 'community_centre'), 0.12195121951219512)
(('waste_disposal', 'community_centre'), 0.12158808933002481)
(('parking_entrance', 'fuel'), 0.12121212121212122)
(('toilets', 'parking'), 0.12089182493806772)
(('atm', 'waste_basket'), 0.12075471698113208)
(('atm', 'community_centre'), 0.12075471698113208)
(('atm', 'embassy'), 0.12075471698113208)
(('bureau_de_change', 'shelter'), 0.12063953488372094)
(('toilets', 'charging_station'), 0.12)
(('police', 'post_office'), 0.12)
(('nightclub', 'fire_station'), 0.12)
(('pharmacy', 'car_wash'), 0.11926605504587157)
(('library', 'stripclub'), 0.11864406779661017)
(('community_centre', 'bicycle_parking'), 0.11797752808988764)
(('bicycle_parking', 'police'), 0.11797752808988764)
(('fast_food', 'social_facility'), 0.11764705882352941)
(('pub', 'language_school'), 0.11764705882352941)
(('telephone', 'fast_food'), 0.11764705882352941)
(('post_box', 'parking'), 0.1170933113129645)
(('atm', 'university'), 0.1169811320754717)
(('university', 'parking'), 0.11692815854665566)
(('library', 'doctors'), 0.11594202898550725)
(('cafe', 'doctors'), 0.11594202898550725)
(('waste_basket', 'car_wash'), 0.11538461538461539)
(('social_facility', 'police'), 0.11538461538461539)
(('police', 'theatre'), 0.11538461538461539)
(('pub', 'police'), 0.11538461538461539)
(('police', 'stripclub'), 0.11538461538461539)
(('police', 'nightclub'), 0.11538461538461539)
(('police', 'embassy'), 0.11538461538461539)
(('police', 'public_building'), 0.11538461538461539)
(('police', 'townhall'), 0.11538461538461539)
(('police', 'fire_station'), 0.11538461538461539)
(('car_rental', 'vending_machine'), 0.11518324607329843)
(('bicycle_repair_station', 'vending_machine'), 0.11518324607329843)
(('vending_machine', 'fountain'), 0.11518324607329843)
(('vending_machine', 'bar'), 0.11518324607329843)
(('toilets', 'parking_entrance'), 0.11515151515151516)
(('bicycle_rental', 'bicycle_rental'), 0.11504424778761062)
(('pharmacy', 'post_box'), 0.11467889908256881)
(('police', 'pharmacy'), 0.11467889908256881)
(('embassy', 'place_of_worship'), 0.11382113821138211)
(('vacuum_cleaner', 'fuel'), 0.11363636363636363)
(('fuel', 'taxi'), 0.11363636363636363)
(('bench', 'car_wash'), 0.11328125)
(('atm', 'clock'), 0.11320754716981132)
(('taxi', 'bus_station'), 0.11267605633802817)
(('restaurant', 'telephone'), 0.11267605633802817)
(('waste_basket', 'fast_food'), 0.1111111111111111)
(('fountain', 'bicycle_repair_station'), 0.1111111111111111)
(('telephone', 'marketplace'), 0.1111111111111111)
(('cinema', 'fountain'), 0.1111111111111111)
(('embassy', 'studio'), 0.1111111111111111)
(('pub', 'marketplace'), 0.1111111111111111)
(('ice_cream', 'marketplace'), 0.1111111111111111)
(('marketplace', 'monastery'), 0.1111111111111111)
(('bank', 'car_wash'), 0.11038961038961038)
(('bank', 'hospital'), 0.11038961038961038)
(('bank', 'social_facility'), 0.11038961038961038)
(('fuel', 'vending_machine'), 0.1099476439790576)
(('vending_machine', 'recycling'), 0.1099476439790576)
(('bicycle_parking', 'car_wash'), 0.10955056179775281)
(('bench', 'parking_space'), 0.109375)
(('recycling', 'fuel'), 0.10921501706484642)
(('university', 'shelter'), 0.10901162790697674)
(('embassy', 'toilets'), 0.10666666666666667)
(('post_office', 'pub'), 0.10666666666666667)
(('bicycle_rental', 'clock'), 0.10619469026548672)
(('bicycle_rental', 'public_building'), 0.10619469026548672)
(('bicycle_rental', 'theatre'), 0.10619469026548672)
(('cafe', 'fire_station'), 0.10606060606060606)
(('recycling', 'place_of_worship'), 0.10569105691056911)
(('bicycle_repair_station', 'atm'), 0.10566037735849057)
(('nightclub', 'atm'), 0.10566037735849057)
(('fuel', 'pharmacy'), 0.10550458715596331)
(('veterinary', 'marketplace'), 0.10526315789473684)
(('veterinary', 'clinic'), 0.10526315789473684)
(('theatre', 'university'), 0.10526315789473684)
(('studio', 'bicycle_repair_station'), 0.10526315789473684)
(('bicycle_repair_station', 'bar'), 0.10526315789473684)
(('bicycle_repair_station', 'nightclub'), 0.10526315789473684)
(('bicycle_repair_station', 'bus_station'), 0.10526315789473684)
(('clock', 'university'), 0.10526315789473684)
(('pub', 'parking'), 0.10520231213872833)
(('fast_food', 'marketplace'), 0.10457516339869281)
(('restaurant', 'fuel'), 0.10422535211267606)
(('restaurant', 'hospital'), 0.10422535211267606)
(('restaurant', 'clinic'), 0.10422535211267606)
(('restaurant', 'fire_station'), 0.10422535211267606)
(('bank', 'townhall'), 0.1038961038961039)
(('bureau_de_change', 'lombard_banking'), 0.10344827586206896)
(('bureau_de_change', 'social_facility'), 0.10344827586206896)
(('bureau_de_change', 'music_school'), 0.10344827586206896)
(('bureau_de_change', 'parking_space'), 0.10344827586206896)
(('telephone', 'bureau_de_change'), 0.10344827586206896)
(('bureau_de_change', 'arts_centre'), 0.10344827586206896)
(('bureau_de_change', 'bar'), 0.10344827586206896)
(('dentist', 'parking_entrance'), 0.10303030303030303)
(('dentist', 'recycling'), 0.10238907849829351)
(('atm', 'marketplace'), 0.1018867924528302)
(('police', 'waste_disposal'), 0.10173697270471464)
(('dentist', 'library'), 0.1016949152542373)
(('public_building', 'library'), 0.1016949152542373)
(('post_box', 'kindergarten'), 0.1015625)
(('doctors', 'hospital'), 0.10144927536231885)
(('post_box', 'doctors'), 0.10144927536231885)
(('doctors', 'toilets'), 0.10144927536231885)
(('shelter', 'waste_basket'), 0.1002906976744186)
(('post_box', 'parking_space'), 0.1)
(('bureau_de_change', 'post_box'), 0.1)
(('college', 'prison'), 0.1)
(('college', 'courthouse'), 0.1)
(('bus_station', 'vacuum_cleaner'), 0.1)
(('vacuum_cleaner', 'biergarten'), 0.1)
(('doctors', 'vending_machine'), 0.09947643979057591)
(('community_centre', 'parking'), 0.09892650701899257)
(('shelter', 'fountain'), 0.09883720930232558)
(('police', 'parking'), 0.09876135425268373)
(('taxi', 'veterinary'), 0.09859154929577464)
(('taxi', 'clinic'), 0.09859154929577464)
(('restaurant', 'marketplace'), 0.09859154929577464)
(('clock', 'taxi'), 0.09859154929577464)
(('taxi', 'hospital'), 0.09859154929577464)
(('bicycle_repair_station', 'taxi'), 0.09859154929577464)
(('theatre', 'taxi'), 0.09859154929577464)
(('arts_centre', 'cafe'), 0.09848484848484848)
(('community_centre', 'school'), 0.09836065573770492)
(('bicycle_parking', 'cinema'), 0.09831460674157304)
(('bicycle_parking', 'ice_cream'), 0.09831460674157304)
(('theatre', 'atm'), 0.09811320754716982)
(('ice_cream', 'fast_food'), 0.09803921568627451)
(('doctors', 'place_of_worship'), 0.0975609756097561)
(('nightclub', 'place_of_worship'), 0.0975609756097561)
(('public_building', 'language_school;offices'), 0.0975609756097561)
(('public_building', 'drinking_water'), 0.0975609756097561)
(('public_building', 'townhall'), 0.0975609756097561)
(('bank', 'clinic'), 0.09740259740259741)
(('bicycle_rental', 'bicycle_repair_station'), 0.09734513274336283)
(('bicycle_rental', 'marketplace'), 0.09734513274336283)
(('community_centre', 'bicycle_rental'), 0.09734513274336283)
(('parking_entrance', 'car_wash'), 0.09696969696969697)
(('parking_entrance', 'cinema'), 0.09696969696969697)
(('theatre', 'hospital'), 0.0967741935483871)
(('dentist', 'restaurant'), 0.09577464788732394)
(('recycling', 'veterinary'), 0.09556313993174062)
(('atm', 'bar'), 0.09433962264150944)
(('bar', 'waste_disposal'), 0.09429280397022333)
(('school', 'university'), 0.0942622950819672)
(('vending_machine', 'car_wash'), 0.09424083769633508)
(('fuel', 'kindergarten'), 0.09375)
(('dentist', 'kindergarten'), 0.09375)
(('post_box', 'community_centre'), 0.09375)
(('theatre', 'community_centre'), 0.09375)
(('drinking_water', 'community_centre'), 0.09375)
(('community_centre', 'stripclub'), 0.09375)
(('bar', 'ferry_terminal'), 0.09375)
(('community_centre', 'townhall'), 0.09375)
(('community_centre', 'monastery'), 0.09375)
(('post_office', 'public_building'), 0.09333333333333334)
(('post_office', 'parking_space'), 0.09333333333333334)
(('toilets', 'clock'), 0.09333333333333334)
(('embassy', 'post_office'), 0.09333333333333334)
(('post_office', 'fountain'), 0.09333333333333334)
(('waste_basket', 'toilets'), 0.09333333333333334)
(('toilets', 'marketplace'), 0.09333333333333334)
(('embassy', 'parking'), 0.09331131296449216)
(('restaurant', 'language_school'), 0.09295774647887324)
(('bicycle_parking', 'fuel'), 0.09269662921348315)
(('bicycle_parking', 'stripclub'), 0.09269662921348315)
(('bicycle_parking', 'language_school'), 0.09269662921348315)
(('recycling', 'police'), 0.09215017064846416)
(('fuel', 'dentist'), 0.09090909090909091)
(('fuel', 'bank'), 0.09090909090909091)
(('kindergarten', 'parking_entrance'), 0.09090909090909091)
(('parking_entrance', 'university'), 0.09090909090909091)
(('parking_entrance', 'place_of_worship'), 0.09090909090909091)
(('cafe', 'parking_space'), 0.09090909090909091)
(('telephone', 'fire_station'), 0.09090909090909091)
(('townhall', 'fire_station'), 0.09090909090909091)
(('atm', 'ice_cream'), 0.09056603773584905)
(('dentist', 'school'), 0.09016393442622951)
(('hospital', 'school'), 0.09016393442622951)
(('shelter', 'bicycle_repair_station'), 0.09011627906976744)
(('hospital', 'place_of_worship'), 0.08943089430894309)
(('bar', 'place_of_worship'), 0.08943089430894309)
(('place_of_worship', 'university'), 0.08943089430894309)
(('fountain', 'waste_disposal'), 0.08933002481389578)
(('marketplace', 'vending_machine'), 0.08900523560209424)
(('vending_machine', 'childcare'), 0.08900523560209424)
(('bar', 'recycling'), 0.08873720136518772)
(('theatre', 'shelter'), 0.08866279069767442)
(('veterinary', 'bicycle_rental'), 0.08849557522123894)
(('bicycle_rental', 'bar'), 0.08849557522123894)
(('taxi', 'university'), 0.08771929824561403)
(('community_centre', 'university'), 0.08771929824561403)
(('parking', 'public_building'), 0.08736581337737408)
(('restaurant', 'recycling'), 0.08732394366197183)
(('bench', 'university'), 0.08723958333333333)
(('pharmacy', 'ice_cream'), 0.0871559633027523)
(('pharmacy', 'fountain'), 0.0871559633027523)
(('pub', 'pharmacy'), 0.0871559633027523)
(('doctors', 'fountain'), 0.08695652173913043)
(('bar', 'doctors'), 0.08695652173913043)
(('atm', 'post_box'), 0.08679245283018867)
(('atm', 'cinema'), 0.08679245283018867)
(('waste_basket', 'taxi'), 0.08661417322834646)
(('bureau_de_change', 'waste_basket'), 0.08661417322834646)
(('fuel', 'school'), 0.0860655737704918)
(('bench', 'post_box'), 0.0859375)
(('studio', 'fast_food'), 0.08496732026143791)
(('parking_entrance', 'public_building'), 0.08484848484848485)
(('pub', 'parking_entrance'), 0.08484848484848485)
(('library', 'post_box'), 0.0847457627118644)
(('library', 'college'), 0.0847457627118644)
(('library', 'monastery'), 0.0847457627118644)
(('taxi', 'community_centre'), 0.08450704225352113)
(('bank', 'parking_space'), 0.08441558441558442)
(('veterinary', 'waste_disposal'), 0.08436724565756824)
(('vending_machine', 'luggage_locker'), 0.08376963350785341)
(('vending_machine', 'bus_station'), 0.08376963350785341)
(('baby_hatch', 'social_facility'), 0.08333333333333333)
(('studio', 'cinema'), 0.08333333333333333)
(('fountain', 'hospital'), 0.08333333333333333)
(('luggage_locker', 'fountain'), 0.08333333333333333)
(('fountain', 'bus_station'), 0.08333333333333333)
(('cinema', 'social_facility'), 0.08333333333333333)
(('cinema', 'music_school'), 0.08333333333333333)
(('cinema', 'lombard_banking'), 0.08333333333333333)
(('social_facility', 'music_school'), 0.08333333333333333)
(('social_facility', 'lombard_banking'), 0.08333333333333333)
(('telephone', 'cinema'), 0.08333333333333333)
(('clinic', 'fountain'), 0.08333333333333333)
(('clinic', 'parking_space'), 0.08333333333333333)
(('embassy', 'clinic'), 0.08333333333333333)
(('pub', 'clinic'), 0.08333333333333333)
(('studio', 'clinic'), 0.08333333333333333)
(('cinema', 'clinic'), 0.08333333333333333)
(('clinic', 'nightclub'), 0.08333333333333333)
(('clinic', 'townhall'), 0.08333333333333333)
(('nightclub', 'social_facility'), 0.08333333333333333)
(('embassy', 'social_facility'), 0.08333333333333333)
(('pub', 'social_facility'), 0.08333333333333333)
(('language_school;offices', 'social_facility'), 0.08333333333333333)
(('stripclub', 'social_facility'), 0.08333333333333333)
(('drinking_water', 'social_facility'), 0.08333333333333333)
(('social_facility', 'monastery'), 0.08333333333333333)
(('social_facility', 'fountain'), 0.08333333333333333)
(('social_facility', 'townhall'), 0.08333333333333333)
(('social_facility', 'fire_station'), 0.08333333333333333)
(('clinic', 'college'), 0.08333333333333333)
(('ferry_terminal', 'social_facility'), 0.08333333333333333)
(('food_court', 'cinema'), 0.08333333333333333)
(('studio', 'social_facility'), 0.08333333333333333)
(('pharmacy', 'veterinary'), 0.08256880733944955)
(('pharmacy', 'embassy'), 0.08256880733944955)
(('pharmacy', 'public_building'), 0.08256880733944955)
(('bench', 'pub'), 0.08203125)
(('clock', 'waste_disposal'), 0.08188585607940446)
(('cafe', 'waste_disposal'), 0.08188585607940446)
(('public_building', 'place_of_worship'), 0.08130081300813008)
(('post_office', 'veterinary'), 0.08)
(('toilets', 'ice_cream'), 0.08)
(('post_office', 'hospital'), 0.08)
(('post_office', 'bar'), 0.08)
(('marketplace', 'post_office'), 0.08)
(('post_office', 'university'), 0.08)
(('university', 'toilets'), 0.08)
(('post_office', 'post_office'), 0.08)
(('nightclub', 'bus_station'), 0.08)
(('nightclub', 'bbq'), 0.08)
(('nightclub', 'arts_centre'), 0.08)
(('police', 'bicycle_rental'), 0.07964601769911504)
(('telephone', 'bicycle_rental'), 0.07964601769911504)
(('doctors', 'fuel'), 0.07954545454545454)
(('waste_basket', 'fuel'), 0.07954545454545454)
(('atm', 'hospital'), 0.07924528301886792)
(('dentist', 'veterinary'), 0.07894736842105263)
(('community_centre', 'dentist'), 0.07894736842105263)
(('clock', 'dentist'), 0.07894736842105263)
(('clock', 'parking_entrance'), 0.07878787878787878)
(('parking_entrance', 'police'), 0.07878787878787878)
(('recycling', 'marketplace'), 0.07849829351535836)
(('community_centre', 'shelter'), 0.07848837209302326)
(('shelter', 'hospital'), 0.07848837209302326)
(('clock', 'shelter'), 0.07848837209302326)
(('dentist', 'fast_food'), 0.0784313725490196)
(('fast_food', 'hospital'), 0.0784313725490196)
(('pub', 'advertising'), 0.0784313725490196)
(('fast_food', 'clinic'), 0.0784313725490196)
(('kindergarten', 'public_building'), 0.078125)
(('waste_basket', 'kindergarten'), 0.078125)
(('community_centre', 'kindergarten'), 0.078125)
(('community_centre', 'pharmacy'), 0.0779816513761468)
(('pharmacy', 'university'), 0.0779816513761468)
(('bank', 'studio'), 0.07792207792207792)
(('police', 'clinic'), 0.07692307692307693)
(('police', 'courthouse'), 0.07692307692307693)
(('embassy', 'ice_cream'), 0.07692307692307693)
(('music_school', 'police'), 0.07692307692307693)
(('lombard_banking', 'police'), 0.07692307692307693)
(('ice_cream', 'metal_scrap'), 0.07692307692307693)
(('clinic', 'ice_cream'), 0.07692307692307693)
(('waste_disposal', 'marketplace'), 0.07692307692307693)
(('police', 'arts_centre'), 0.07692307692307693)
(('stripclub', 'ice_cream'), 0.07692307692307693)
(('arts_centre', 'ice_cream'), 0.07692307692307693)
(('ice_cream', 'language_school'), 0.07692307692307693)
(('bar', 'police'), 0.07692307692307693)
(('police', 'drinking_water'), 0.07692307692307693)
(('clock', 'police'), 0.07692307692307693)
(('police', 'monastery'), 0.07692307692307693)
(('ice_cream', 'monastery'), 0.07692307692307693)
(('clock', 'ice_cream'), 0.07692307692307693)
(('ice_cream', 'townhall'), 0.07692307692307693)
(('cinema', 'ice_cream'), 0.07692307692307693)
(('parking_space', 'ice_cream'), 0.07692307692307693)
(('bench', 'cinema'), 0.07682291666666667)
(('hospital', 'parking'), 0.07613542526837325)
(('dentist', 'cafe'), 0.07575757575757576)
(('marketplace', 'parking'), 0.07563996696944673)
(('atm', 'clinic'), 0.07547169811320754)
(('parking', 'dentist'), 0.07448389760528489)
(('toilets', 'waste_disposal'), 0.07444168734491315)
(('community_centre', 'bench'), 0.07421875)
(('cinema', 'embassy'), 0.07407407407407407)
(('embassy', 'advertising'), 0.07407407407407407)
(('embassy', 'fire_station'), 0.07407407407407407)
(('police', 'school'), 0.07377049180327869)
(('vending_machine', 'public_building'), 0.07329842931937172)
(('post_box', 'vending_machine'), 0.07329842931937172)
(('waste_basket', 'vending_machine'), 0.07329842931937172)
(('nightclub', 'vending_machine'), 0.07329842931937172)
(('restaurant', 'parking_space'), 0.07323943661971831)
(('waste_basket', 'place_of_worship'), 0.07317073170731707)
(('dentist', 'place_of_worship'), 0.07317073170731707)
(('college', 'place_of_worship'), 0.07317073170731707)
(('language_school', 'public_building'), 0.07317073170731707)
(('public_building', 'theatre'), 0.07317073170731707)
(('public_building', 'advertising'), 0.07317073170731707)
(('public_building', 'courthouse'), 0.07317073170731707)
(('public_building', 'social_facility'), 0.07317073170731707)
(('social_facility', 'place_of_worship'), 0.07317073170731707)
(('marketplace', 'place_of_worship'), 0.07317073170731707)
(('bicycle_parking', 'hospital'), 0.07303370786516854)
(('doctors', 'community_centre'), 0.07246376811594203)
(('doctors', 'social_facility'), 0.07246376811594203)
(('waste_disposal', 'public_building'), 0.07196029776674938)
(('bank', 'veterinary'), 0.07142857142857142)
(('shelter', 'public_building'), 0.07122093023255814)
(('waste_basket', 'university'), 0.07086614173228346)
(('waste_basket', 'bicycle_repair_station'), 0.07086614173228346)
(('dentist', 'bicycle_rental'), 0.07079646017699115)
(('ice_cream', 'bicycle_rental'), 0.07079646017699115)
(('dentist', 'taxi'), 0.07042253521126761)
(('taxi', 'luggage_locker'), 0.07042253521126761)
(('telephone', 'taxi'), 0.07042253521126761)
(('ice_cream', 'taxi'), 0.07042253521126761)
(('car_wash', 'kindergarten'), 0.0703125)
(('university', 'bureau_de_change'), 0.07017543859649122)
(('bar', 'university'), 0.07017543859649122)
(('nightclub', 'shelter'), 0.06976744186046512)
(('post_box', 'school'), 0.06967213114754098)
(('bureau_de_change', 'advertising'), 0.06896551724137931)
(('nightclub', 'parking'), 0.06886870355078448)
(('pharmacy', 'bicycle_repair_station'), 0.06880733944954129)
(('nightclub', 'pharmacy'), 0.06880733944954129)
(('parking', 'veterinary'), 0.06870355078447564)
(('bar', 'shelter'), 0.06831395348837209)
(('toilets', 'fuel'), 0.06818181818181818)
(('cafe', 'hospital'), 0.06818181818181818)
(('vending_machine', 'fire_station'), 0.06806282722513089)
(('theatre', 'vending_machine'), 0.06806282722513089)
(('library', 'fire_station'), 0.06779661016949153)
(('library', 'cinema'), 0.06779661016949153)
(('library', 'social_facility'), 0.06779661016949153)
(('library', 'arts_centre'), 0.06779661016949153)
(('library', 'ice_cream'), 0.06779661016949153)
(('bicycle_parking', 'charging_station'), 0.06741573033707865)
(('dentist', 'waste_disposal'), 0.06699751861042183)
(('ice_cream', 'charging_station'), 0.06666666666666667)
(('toilets', 'veterinary'), 0.06666666666666667)
(('charging_station', 'vacuum_cleaner'), 0.06666666666666667)
(('charging_station', 'compressed_air'), 0.06666666666666667)
(('bar', 'post_box'), 0.06666666666666667)
(('post_office', 'clock'), 0.06666666666666667)
(('bar', 'parking_entrance'), 0.06666666666666667)
(('library', 'parking_entrance'), 0.06666666666666667)
(('toilets', 'luggage_locker'), 0.06666666666666667)
(('toilets', 'bus_station'), 0.06666666666666667)
(('luggage_locker', 'clock'), 0.06666666666666667)
(('clock', 'bus_station'), 0.06666666666666667)
(('bicycle_repair_station', 'post_office'), 0.06666666666666667)
(('theatre', 'toilets'), 0.06666666666666667)
(('theatre', 'drinking_water'), 0.06666666666666667)
(('toilets', 'nightclub'), 0.06666666666666667)
(('nightclub', 'post_office'), 0.06666666666666667)
(('social_facility', 'post_office'), 0.06666666666666667)
(('music_school', 'theatre'), 0.06666666666666667)
(('clinic', 'theatre'), 0.06666666666666667)
(('studio', 'clock'), 0.06666666666666667)
(('bbq', 'clock'), 0.06666666666666667)
(('financial_advice', 'clock'), 0.06666666666666667)
(('stripclub', 'theatre'), 0.06666666666666667)
(('language_school', 'clock'), 0.06666666666666667)
(('cinema', 'clock'), 0.06666666666666667)
(('clock', 'advertising'), 0.06666666666666667)
(('telephone', 'clock'), 0.06666666666666667)
(('clock', 'clinic'), 0.06666666666666667)
(('clock', 'drinking_water'), 0.06666666666666667)
(('clock', 'stripclub'), 0.06666666666666667)
(('clock', 'college'), 0.06666666666666667)
(('clock', 'monastery'), 0.06666666666666667)
(('clock', 'fire_station'), 0.06666666666666667)
(('post_box', 'post_box'), 0.06666666666666667)
(('charging_station', 'theatre'), 0.06666666666666667)
(('vehicle_ramp', 'parking_entrance'), 0.06666666666666667)
(('charging_station', 'fire_station'), 0.06666666666666667)
(('theatre', 'parking_space'), 0.06666666666666667)
(('theatre', 'monastery'), 0.06666666666666667)
(('clock', 'parking'), 0.06589595375722543)
(('waste_basket', 'school'), 0.06557377049180328)
(('school', 'public_building'), 0.06557377049180328)
(('post_box', 'fast_food'), 0.06535947712418301)
(('bar', 'bench'), 0.06510416666666667)
(('bench', 'clock'), 0.06510416666666667)
(('bicycle_repair_station', 'place_of_worship'), 0.06504065040650407)
(('community_centre', 'place_of_worship'), 0.06504065040650407)
(('drinking_water', 'bank'), 0.06493506493506493)
(('bank', 'monastery'), 0.06493506493506493)
(('recycling', 'parking_space'), 0.06484641638225255)
(('arts_centre', 'bicycle_parking'), 0.06460674157303371)
(('waste_disposal', 'parking_space'), 0.06451612903225806)
(('bureau_de_change', 'hospital'), 0.06451612903225806)
(('embassy', 'hospital'), 0.06451612903225806)
(('clinic', 'hospital'), 0.06451612903225806)
(('arts_centre', 'hospital'), 0.06451612903225806)
(('public_building', 'hospital'), 0.06451612903225806)
(('pharmacy', 'bar'), 0.06422018348623854)
(('pharmacy', 'cinema'), 0.06422018348623854)
(('parking_space', 'atm'), 0.06415094339622641)
(('car_wash', 'bicycle_repair_station'), 0.0641025641025641)
(('car_wash', 'post_box'), 0.0641025641025641)
(('waste_basket', 'dentist'), 0.06299212598425197)
(('bar', 'parking'), 0.0629232039636664)
(('community_centre', 'fire_station'), 0.0625)
(('veterinary', 'kindergarten'), 0.0625)
(('dentist', 'shelter'), 0.0625)
(('kindergarten', 'hospital'), 0.0625)
(('bar', 'kindergarten'), 0.0625)
(('community_centre', 'veterinary'), 0.0625)
(('embassy', 'shelter'), 0.0625)
(('bar', 'charging_station'), 0.0625)
(('parking_space', 'charging_station'), 0.0625)
(('community_centre', 'courthouse'), 0.0625)
(('community_centre', 'ice_cream'), 0.0625)
(('community_centre', 'music_school'), 0.0625)
(('community_centre', 'lombard_banking'), 0.0625)
(('bench', 'clinic'), 0.0625)
(('boat_rental', 'bar'), 0.0625)
(('bar', 'bbq]'), 0.0625)
